EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
210309341,4,3570,5.03,5.03,0.33,0.49,1.6,16.65,10.99,1.0,0.0,0.0,0.0,4.960727744564346,0.0135868506888944,,0.0,3600,0.0
210317628,4,6109,4.28,3.34,0.26,0.64,1.27,13.47,4.08,1.0,2.0,3.4675037647982108,0.009496247768402,3.393264887537828,0.0135727355047018,5.0,0.6996561426480576,6100,900.0
210327399,4,6036,4.24,5.01,0.32,0.71,1.6,9.79,,1.0,5.0,5.163562472257667,0.0098903626203536,5.0311544492061,0.0177399558482646,5.0,0.5575190099089857,6000,1000.0
210331848,4,3852,4.88,3.9,0.28,0.5,5.9,14.43,6.99,1.0,5.0,3.918248607743434,0.053320688009262,3.918545804473154,0.0563759546139578,5.0,0.9458055011996308,3900,4600.0
210339068,4,6008,4.28,2.33,0.23,0.53,0.94,12.15,3.27,1.0,4.0,2.372069752561084,0.0042661905288695,2.340144439901306,0.0101073443966268,5.0,0.422088172863021,6000,1000.0
210342315,4,3804,4.93,4.42,0.3,0.49,1.63,14.37,,1.0,2.0,4.428697119602092,0.0121729940176009,4.5180256866911614,0.0416316257124017,5.0,0.29239775793753525,3800,3200.0
210348109,4,5916,4.28,4.76,0.31,0.77,3.18,11.11,5.19,1.0,9.0,2.425915501158803,0.0211381316184997,4.8256307456057375,0.0454694589015769,5.0,0.46488636832594066,5900,1100.0
210349838,4,3750,4.92,6.53,0.39,0.88,3.3,14.63,,1.0,0.0,0.0,0.0,6.509850087852623,0.0423933121957039,,0.0,3800,0.0
210351283,4,3646,5.0,3.54,0.27,0.48,3.73,17.92,,1.0,0.0,0.0,0.0,3.5638847734849346,0.0679849104938142,,0.0,3600,0.0
210355954,4,3744,4.91,2.35,0.23,0.77,6.63,14.15,8.62,1.0,3.0,2.372073853103004,0.0326747477054596,2.371464575481565,0.0788387997278221,5.0,0.4144500907962038,3700,3300.0
210358075,4,4432,4.68,7.03,0.42,0.69,4.88,12.95,6.6,1.0,4.0,6.799979754562984,0.0367316365242004,6.889514879624741,0.0630666092588515,5.0,0.5824260564483266,4400,2600.0
210358951,4,5816,4.33,1.67,0.22,0.31,0.75,12.56,,1.0,2.0,1.672835482932457,0.0157007515430449,1.684044035939997,0.0188037844307732,5.0,0.8349782779550454,5800,2900.0
210361663,4,3985,4.82,3.26,0.26,0.94,3.79,12.59,,1.0,6.0,3.300978582474042,0.0187767416238785,3.2680972041579435,0.0551990867670064,5.0,0.34016399045032275,4000,3000.0
210366107,4,3588,5.0,3.03,0.25,0.53,4.2,15.06,9.4,1.0,0.0,0.0,0.0,3.0435605936397967,0.0576349555185172,,0.0,3600,0.0
210380628,4,3971,4.84,5.41,0.34,0.71,5.3,13.63,,1.0,4.0,5.368406884037078,0.0502246975898743,5.334063043277376,0.0693911390911492,5.0,0.7237912253306766,4000,3800.0
210384590,4,6113,4.24,5.13,0.33,0.83,4.25,9.17,4.85,1.0,13.0,4.9635167293445255,0.0191540718078613,5.178180438371881,0.0420768269356461,5.0,0.45521664067388606,6100,900.0
210387914,4,5468,4.52,9.12,0.54,0.77,1.56,12.35,5.52,1.0,4.0,4.434764453179645,0.0095152735710143,8.985773930254188,0.0266787281489851,5.0,0.35666143895155195,5500,1500.0
210388266,4,3603,5.02,6.51,0.39,0.71,2.64,17.72,,1.0,0.0,0.0,0.0,6.392426364331302,0.0455464026497784,,0.0,3600,0.0
210388361,4,4532,4.68,4.73,0.31,0.65,3.52,14.38,,1.0,2.0,4.478761204213745,0.0262380719184875,4.697694303804419,0.0592481816640638,5.0,0.44285024757817765,4500,2600.0
210404194,4,4113,4.8,5.2,0.33,0.7,2.84,14.05,5.9,1.0,0.0,0.0,0.0,5.334053713021136,0.0583064095067569,,0.0,4100,0.0
210410702,4,6095,4.28,4.68,0.31,0.48,0.45,11.28,2.14,1.0,4.0,4.766330933834463,0.0039882898330689,4.76080442698014,0.0227760901681005,5.0,0.1751086250376185,6100,900.0
210411271,4,3779,4.94,1.67,0.22,0.42,2.35,16.73,,1.0,0.0,0.0,0.0,1.6681910137785216,0.0550618404279772,,0.0,3800,0.0
210413099,4,5114,4.58,7.42,0.44,0.35,1.04,12.89,,1.0,2.0,7.214151661923776,0.0175607860088347,7.47043375494531,0.0114623808509624,5.0,1.5320365146792576,5100,4600.0
210414696,4,4050,4.8,1.46,0.21,0.77,1.97,14.92,,1.0,0.0,0.0,0.0,1.461768928155738,0.0413714590134666,,0.0,4000,0.0
210414860,4,5395,4.33,3.89,0.28,0.61,0.98,13.58,,1.0,4.0,3.893119091827793,0.0077341735363005,3.8756965433187935,0.0322417735194773,5.0,0.23988052430268064,5400,1600.0
210416676,4,4843,4.68,8.76,0.51,0.66,1.43,13.09,5.23,1.0,2.0,9.272716839697312,0.0051994323730468,8.763565203558985,0.0238380943208442,5.0,0.21811443075381995,4800,2200.0
210416824,4,3788,4.93,3.01,0.25,0.53,1.55,16.73,,1.0,0.0,0.0,0.0,3.0176508823350527,0.036999786463018,,0.0,3800,0.0
210421654,4,5140,4.51,8.56,0.5,0.76,1.34,12.96,6.1,1.0,0.0,0.0,0.0,8.552081785149227,0.0331486358259347,,0.0,5100,0.0
210422573,4,3796,4.92,4.21,0.29,0.91,7.15,16.33,10.1,1.0,0.0,0.0,0.0,4.196980746143064,0.1098380523371335,,0.0,3800,0.0
210427629,4,3624,5.0,1.3,0.21,0.6,1.33,14.87,10.64,1.0,0.0,0.0,0.0,1.2913192215666425,0.0427681119522979,,0.0,3600,0.0
210434976,4,3954,4.84,2.54,0.24,0.82,4.15,12.66,,1.0,3.0,2.563445343526518,0.0227353870868682,2.5598924962036103,0.0419281061103175,42.0,0.5422469363879416,4000,3200.0
210440093,4,3381,5.13,2.17,0.23,0.73,3.93,14.49,9.61,1.0,0.0,0.0,0.0,2.155140135250258,0.0734704508438237,,0.0,3400,0.0
210445455,4,6113,4.23,5.1,0.33,0.65,0.57,11.57,,1.0,0.0,0.0,0.0,5.103607479812752,0.0183466988446953,,0.0,6100,0.0
210447822,4,5562,4.38,8.37,0.49,0.58,1.53,12.8,5.77,1.0,0.0,0.0,0.0,8.350566981912335,0.0441466165754156,,0.0,5600,0.0
210448947,4,3542,5.05,2.34,0.23,0.86,6.94,16.74,10.51,1.0,0.0,0.0,0.0,2.324792236119379,0.0820487475901072,,0.0,3500,0.0
210452938,4,3526,5.03,9.22,0.54,0.93,3.55,16.07,10.78,1.0,0.0,0.0,0.0,9.465796686778486,0.0046042249769969,,0.0,3500,0.0
210454684,4,3597,5.0,2.58,0.24,0.83,2.34,14.4,,1.0,0.0,0.0,0.0,2.5785178589276136,0.0850795716525666,,0.0,3600,0.0
210455646,4,3527,5.03,5.09,0.33,0.79,2.72,14.99,,1.0,0.0,0.0,0.0,5.103602944884975,0.0777086251612487,,0.0,3500,0.0
210457290,4,4161,4.78,8.64,0.51,0.92,8.81,15.93,8.12,1.0,0.0,0.0,0.0,8.763569504849636,0.1159879228970772,,0.0,4200,0.0
210459199,4,3601,4.99,3.64,0.27,0.94,3.63,14.43,10.53,1.0,5.0,3.610838126726168,0.0332723528146744,3.637045153378312,0.048035520538898,32.0,0.692661439730444,3600,4000.0
210459210,4,3726,4.91,1.41,0.21,0.75,3.15,16.64,,1.0,0.0,0.0,0.0,10.0,0.0478391424230459,,0.0,3700,0.0
210468157,4,3468,5.07,1.41,0.21,0.38,1.67,14.26,11.34,1.0,4.0,0.6988476678548619,0.0480615258216857,1.3928290213861845,0.0312959359739286,32.0,1.5357114055231913,3500,4600.0
210469721,4,4202,4.76,4.83,0.32,0.46,2.07,14.99,8.77,1.0,0.0,0.0,0.0,4.960725458249087,0.0230691959346156,,0.0,4200,0.0
210470484,4,3449,5.06,2.35,0.23,0.64,2.37,13.33,,1.0,9.0,2.380848882680257,0.0299550712108611,2.371468450106533,0.0482092972588726,5.0,0.6213546538546165,3400,3900.0
210471083,4,4094,4.86,9.39,0.55,0.65,3.78,13.06,6.13,1.0,4.0,4.9514481438340185,0.0102565109729767,9.465797398601756,0.0434711858160563,5.0,0.23593814570359398,4100,2900.0
210474992,4,3537,5.02,7.22,0.43,0.53,1.05,14.5,11.0,1.0,2.0,7.611935666627994,0.0168745040893555,7.1682268286982165,0.0426707905447919,5.0,0.3954579672397254,3500,3500.0
210476426,4,3522,5.03,1.82,0.22,0.56,3.42,16.15,,1.0,0.0,0.0,0.0,1.8040676644118083,0.0378442230549849,,0.0,3500,0.0
210478124,4,3630,5.01,4.3,0.3,0.66,2.08,17.16,,1.0,0.0,0.0,0.0,4.298801231471228,0.0595241764356596,,0.0,3600,0.0
210478523,4,3888,4.89,4.95,0.32,0.48,2.01,17.19,,1.0,0.0,0.0,0.0,4.960732851490326,0.106053429676916,,0.0,3900,0.0
210480055,4,4139,4.78,2.57,0.24,0.68,1.77,15.41,,1.0,0.0,0.0,0.0,2.559889651391461,0.0484643404667916,,0.0,4100,0.0
210480153,4,6058,4.23,8.75,0.51,0.56,1.36,12.6,5.0,1.0,0.0,0.0,0.0,8.985774218784764,0.0347983596568748,,0.0,6100,0.0
210485669,4,3632,5.01,1.28,0.21,0.32,2.47,17.36,,1.0,0.0,0.0,0.0,1.2636927090553025,0.0303827651129499,,0.0,3600,0.0
210487614,4,5915,4.22,7.91,0.46,0.4,0.94,12.49,5.2,1.0,0.0,0.0,0.0,7.974747182187639,0.0101543634480203,,0.0,5900,0.0
210492045,4,5061,4.57,5.46,0.34,0.56,4.42,12.17,6.3,1.0,2.0,5.415310445829633,0.0441362142562866,5.334065661819038,0.0534369718160283,32.0,0.8259490153790496,5100,3500.0
210494577,4,5716,4.46,7.73,0.45,0.46,1.18,12.62,,1.0,0.0,0.0,0.0,7.799242442484849,0.0124419480748017,,0.0,5700,0.0
210505000,4,4058,4.87,5.09,0.33,0.83,5.45,12.96,,1.0,0.0,0.0,0.0,5.103601723881928,0.0630551309501822,,0.0,4100,0.0
210508608,4,3531,5.03,1.79,0.22,0.46,3.0,16.73,9.42,1.0,3.0,1.755711995114138,0.1636181473731994,1.7680626968741775,0.0723670784074043,42.0,2.2609472563211654,3500,4600.0
210509163,4,4178,4.77,1.41,0.21,0.86,3.7,16.2,,1.0,0.0,0.0,0.0,1.4038600084409592,0.0415536404262293,,0.0,4200,0.0
210509455,4,3634,5.0,5.58,0.35,0.85,3.68,15.35,,1.0,0.0,0.0,0.0,5.586302414387997,0.044714957554345,,0.0,3600,0.0
210510363,4,6202,4.29,3.33,0.26,0.62,1.12,9.34,3.87,1.0,2.0,3.618184238965976,0.0068524181842803,3.329504356906352,0.0112331162911438,42.0,0.6100193398409623,6200,800.0
210515700,4,3639,4.98,6.1,0.37,0.82,3.45,14.87,9.34,1.0,0.0,0.0,0.0,6.169848574299079,0.1000395203827072,,0.0,3600,0.0
210518602,4,5761,4.3,9.37,0.55,0.54,0.84,13.3,5.22,1.0,0.0,0.0,0.0,9.72556813960172,0.0114851125221918,,0.0,5800,0.0
210519749,4,3589,5.01,2.81,0.25,0.68,3.27,15.59,8.34,1.0,3.0,2.833797981184925,0.1282818019390106,2.8251858313750966,0.0379955914593277,42.0,3.3762285836852826,3600,4600.0
210521059,4,3635,4.99,5.42,0.34,0.54,1.89,15.52,,1.0,0.0,0.0,0.0,5.415564969468823,0.0274576741394793,,0.0,3600,0.0
210527168,4,6083,4.21,8.74,0.51,0.47,0.49,10.64,3.7,1.0,0.0,0.0,0.0,9.725568585734807,0.018046561746591,,0.0,6100,0.0
210532473,4,3944,4.83,5.99,0.37,0.96,4.89,14.46,8.08,1.0,0.0,0.0,0.0,5.962232943329806,0.0558742312945855,,0.0,3900,0.0
210534263,4,3620,4.95,5.96,0.36,0.53,2.06,15.18,,1.0,0.0,0.0,0.0,5.962238973988647,0.0361797512679568,,0.0,3600,0.0
210535217,4,5992,4.26,8.32,0.49,0.59,1.35,12.21,4.83,1.0,0.0,0.0,0.0,8.350565789567264,0.0281980310387065,,0.0,6000,0.0
210538007,4,3464,5.08,2.32,0.23,0.58,8.75,15.71,10.37,1.0,0.0,0.0,0.0,10.0,0.0229612687245953,,0.0,3500,0.0
210539287,4,3593,5.01,1.96,0.22,0.77,1.9,17.29,,1.0,0.0,0.0,0.0,1.964038543819264,0.0581101801099938,,0.0,3600,0.0
210547871,4,3769,4.91,1.68,0.22,0.47,3.91,16.05,8.64,1.0,3.0,1.696317876912989,0.0954005718231201,1.7002012812659402,0.054662782149955,42.0,1.7452564262354993,3800,4600.0
210549532,4,3666,5.01,7.01,0.41,0.86,1.85,16.15,,1.0,0.0,0.0,0.0,6.889507762123346,0.0406186942822501,,0.0,3700,0.0
210552485,4,3589,5.01,1.96,0.22,0.41,4.37,15.61,9.53,1.0,0.0,0.0,0.0,1.9860497423401169,0.0482864854521924,,0.0,3600,0.0
210563410,4,3531,5.03,1.31,0.21,0.43,0.66,15.13,11.3,1.0,3.0,1.303232749684501,0.0391313433647155,1.3055916120437625,0.0567554100359276,42.0,0.6894733619216983,3500,4000.0
210564347,4,3496,5.05,5.17,0.33,0.58,0.67,14.27,,1.0,0.0,0.0,0.0,5.254964251914201,0.0080100146233026,,0.0,3500,0.0
210564813,4,5585,4.54,8.44,0.49,0.41,1.04,15.61,4.13,1.0,0.0,0.0,0.0,8.76356384445548,0.0496644502730663,,0.0,5600,0.0
210565257,4,4494,4.93,3.5,0.27,0.51,4.27,17.16,,1.0,0.0,0.0,0.0,3.4260641700589214,0.0564016241948469,,0.0,4500,0.0
210570358,4,3802,4.89,4.98,0.32,0.52,3.82,13.98,,1.0,3.0,4.987262605730045,0.0338919311761856,4.8922418590662025,0.039078024949366,42.0,0.8672887439961436,3800,4300.0
210579563,4,3584,5.0,1.29,0.21,0.52,1.2,14.52,10.9,1.0,3.0,0.8220761340017743,0.026400089263916,1.2773584956160002,0.029671698453294,42.0,0.8897397398895848,3600,4500.0
210580990,4,6129,4.29,6.19,0.37,0.66,1.63,11.68,4.17,1.0,0.0,0.0,0.0,6.279157720176281,0.0171717329883629,,0.0,6100,0.0
210581555,4,6100,4.27,8.49,0.5,0.39,1.07,12.59,4.45,1.0,0.0,0.0,0.0,8.158332888247577,0.0312251050998884,,0.0,6100,0.0
210585896,4,5706,4.31,7.31,0.43,0.5,1.54,11.97,5.37,1.0,3.0,4.784592837408324,0.0113839954137802,7.168222312815563,0.0272493754372582,42.0,0.4177708747854385,5700,1300.0
210589582,4,3554,5.03,4.71,0.31,0.31,1.11,15.77,,1.0,0.0,0.0,0.0,4.7607974595964,0.0492441760775328,,0.0,3600,0.0
210589795,4,6072,4.24,2.49,0.24,0.3,2.02,10.02,4.16,1.0,3.0,2.449929883296981,0.0121903777122498,2.453555776536604,0.0236495164788705,42.0,0.5154599132350638,6100,900.0
210593410,4,5962,4.26,4.95,0.32,0.64,0.7,11.43,2.49,1.0,0.0,0.0,0.0,4.825631531531674,0.0178003995839781,,0.0,6000,0.0
210598969,4,4019,4.81,4.99,0.32,0.92,3.24,13.69,5.03,1.0,0.0,0.0,0.0,4.960720912699365,0.032343664154772,,0.0,4000,0.0
210602466,4,5276,4.41,7.88,0.46,0.89,2.07,11.53,5.73,1.0,0.0,0.0,0.0,7.974748157844308,0.027482600950744,,0.0,5300,0.0
210604137,4,5904,4.38,5.5,0.34,0.85,1.34,12.83,4.31,1.0,0.0,0.0,0.0,5.586311360723857,0.0425332536257969,,0.0,5900,0.0
210605557,4,6000,4.21,2.84,0.25,0.33,1.12,11.89,3.82,1.0,3.0,2.88858346738616,0.0123619735240936,2.870963993027851,0.0197599842685053,42.0,0.625606445638567,6000,1000.0
210606844,4,3525,5.02,7.84,0.46,0.65,1.29,16.3,11.78,1.0,0.0,0.0,0.0,7.79923762010937,0.0216954099646159,,0.0,3500,0.0
210612828,4,5787,4.22,7.15,0.42,0.91,0.93,12.52,5.23,1.0,0.0,0.0,0.0,7.16821750405574,0.011852918113557,,0.0,5800,0.0
210619963,4,6230,4.2,4.58,0.31,0.49,0.96,11.29,4.35,1.0,0.0,0.0,0.0,4.461149738333257,0.0241383483087183,,0.0,6200,0.0
210622523,4,4494,4.83,3.8,0.28,0.57,2.39,17.95,,1.0,0.0,0.0,0.0,3.752571621350025,0.0324137974823302,,0.0,4500,0.0
210635023,4,4113,4.8,5.07,0.33,0.58,4.89,16.64,,1.0,0.0,0.0,0.0,5.031146766954883,0.064580290713377,,0.0,4100,0.0
210640587,4,3531,5.07,2.04,0.23,0.58,1.8,16.72,,1.0,0.0,0.0,0.0,2.055154641903438,0.0642615801995256,,0.0,3500,0.0
210648642,4,6226,4.21,6.59,0.39,0.56,1.01,12.74,,1.0,0.0,0.0,0.0,6.5098438869706525,0.0194632505799655,,0.0,6200,0.0
210648955,4,5618,4.49,9.06,0.53,0.49,0.99,12.77,5.32,2.0,0.0,0.0,0.0,9.21954336217656,0.0140554026435071,,0.0,5600,0.0
210651379,4,3646,5.0,5.58,0.35,0.5,3.61,18.31,,1.0,0.0,0.0,0.0,5.586296106453616,0.0697267211451988,,0.0,3600,0.0
210651981,4,4128,4.78,2.41,0.24,0.49,3.27,11.25,,2.0,4.0,2.4270669893481616,0.0389621376991271,2.436693994065157,0.0482635167124464,43.0,0.8072792940320359,4100,4000.0
210655159,4,3795,4.9,1.82,0.22,0.7,1.5,14.16,,2.0,0.0,0.0,0.0,1.832051422273845,0.0424340390768301,,0.0,3800,0.0
210658415,4,4788,4.63,5.97,0.36,0.87,5.64,12.05,7.0,1.0,3.0,6.186665818966101,0.0674567580223083,5.962236055393294,0.0610844756135409,42.0,1.1043191800332788,4800,4600.0
210659336,4,6034,4.26,1.41,0.21,0.34,3.36,15.02,5.5,1.0,0.0,0.0,0.0,1.426466966415918,0.0528458067085129,,0.0,6000,0.0
210660225,4,5965,4.26,5.98,0.37,0.45,0.57,11.78,5.14,1.0,0.0,0.0,0.0,5.962232909695933,0.0350842838181022,,0.0,6000,0.0
210660574,4,5832,4.43,5.59,0.35,0.56,0.83,11.95,,2.0,0.0,0.0,0.0,5.499623145080172,0.039929892088564,,0.0,5800,0.0
210661994,4,5912,4.31,6.13,0.37,0.87,2.45,11.2,5.25,1.0,3.0,5.866161205107867,0.0131204932928085,6.169838952585344,0.0250888278715716,42.0,0.5229615891173401,5900,1100.0
210662824,4,5914,4.33,2.83,0.25,0.41,3.47,10.04,3.97,2.0,2.0,2.8212472488664075,0.073993667960167,2.8479035108336737,0.0346188467157385,43.0,2.1373810793797423,5900,4600.0
210665424,4,3576,5.03,1.8,0.22,0.44,2.04,17.62,,1.0,0.0,0.0,0.0,1.7769267703753404,0.0639085278384732,,0.0,3600,0.0
210671079,4,5516,4.52,5.54,0.35,0.34,2.41,12.82,4.22,1.0,0.0,0.0,0.0,5.586296570506629,0.0625833000509903,,0.0,5500,0.0
210673842,4,5001,4.58,5.59,0.35,0.81,3.84,12.16,6.17,1.0,0.0,0.0,0.0,5.586303151991525,0.0710480493374012,,0.0,5000,0.0
210675409,4,5437,4.52,8.59,0.5,0.89,2.23,8.77,5.22,2.0,2.0,8.591583853717896,0.0060928106307983,8.763570711450013,0.031545853042167,43.0,0.19314141299821902,5400,1600.0
210677156,4,3772,4.93,1.95,0.22,0.72,4.94,17.69,,1.0,0.0,0.0,0.0,1.9425032608713173,0.0909219967876008,,0.0,3800,0.0
210678243,4,4804,4.7,3.53,0.27,0.79,1.45,16.04,,1.0,0.0,0.0,0.0,3.528399754367166,0.0311714147040544,,0.0,4800,0.0
210681009,4,5775,4.32,5.67,0.35,0.7,3.16,11.29,4.94,1.0,0.0,0.0,0.0,5.768153140994608,0.0478819546876584,,0.0,5800,0.0
210682533,4,3715,4.97,3.59,0.27,0.87,1.56,15.42,7.78,1.0,0.0,0.0,0.0,3.6000912915563688,0.0369315578371233,,0.0,3700,0.0
210683994,4,5822,4.43,1.93,0.22,0.42,2.1,11.7,,1.0,0.0,0.0,0.0,1.911079779443928,0.032040150641903,,0.0,5800,0.0
210689814,4,3873,4.87,2.57,0.24,0.86,1.63,15.61,,1.0,0.0,0.0,0.0,2.5598944030993844,0.0245682121065491,,0.0,3900,0.0
210690462,4,5706,4.4,5.99,0.37,0.7,2.0,13.45,4.05,2.0,0.0,0.0,0.0,5.863599490061713,0.0559918475340613,,0.0,5700,0.0
210700098,4,3439,5.07,2.34,0.23,0.9,2.05,13.84,10.85,1.0,2.0,1.170853458057615,0.0271639168262481,2.340149605173998,0.0972470265515035,43.0,0.27932902207412663,3400,3600.0
210701183,4,4158,4.79,1.67,0.22,0.78,4.37,14.44,8.49,1.0,0.0,0.0,0.0,1.6760796057290008,0.058503732253772,,0.0,4200,0.0
210706205,4,4123,4.79,5.66,0.35,0.54,1.08,16.58,,1.0,0.0,0.0,0.0,5.586300508449411,0.0213786235873938,,0.0,4100,0.0
210707640,4,3636,5.0,2.99,0.25,0.7,2.57,15.08,10.7,1.0,0.0,0.0,0.0,2.942479423201061,0.0445841414941079,,0.0,3600,0.0
210708191,4,5106,4.57,2.82,0.25,0.66,1.26,13.84,,1.0,0.0,0.0,0.0,2.847901086178213,0.0763001693183356,,0.0,5100,0.0
210708444,4,5674,4.42,8.73,0.51,0.43,0.19,13.63,4.39,1.0,0.0,0.0,0.0,8.763567359065792,0.0092871508544321,,0.0,5700,0.0
210708484,4,3768,4.93,2.18,0.23,0.41,4.47,16.15,,1.0,0.0,0.0,0.0,2.1951881516450347,0.0517130670856402,,0.0,3800,0.0
210708529,4,3503,5.05,7.16,0.42,0.4,2.35,16.94,11.46,2.0,0.0,0.0,0.0,7.026112979046398,0.0419684969077859,,0.0,3500,0.0
210710065,4,3596,5.01,9.92,0.59,0.55,0.71,16.0,9.65,1.0,0.0,0.0,0.0,10.0,0.0170489955058048,,0.0,3600,0.0
210710183,4,3546,5.03,9.02,0.53,0.77,1.88,15.13,11.01,1.0,0.0,0.0,0.0,8.985771528763488,0.0264799139393377,,0.0,3500,0.0
210710312,4,4109,4.78,6.48,0.39,0.5,2.78,14.17,8.01,1.0,0.0,0.0,0.0,6.392431548771235,0.0904313743555305,,0.0,4100,0.0
210712367,4,3930,4.84,8.65,0.51,0.62,2.37,14.24,,1.0,0.0,0.0,0.0,8.552086225834845,0.0441281292930022,,0.0,3900,0.0
210712484,4,5965,4.39,9.31,0.55,0.68,1.17,11.71,4.38,2.0,0.0,0.0,0.0,9.725568902213071,0.0451617999076067,,0.0,6000,0.0
210713788,4,5580,4.47,5.63,0.35,0.73,4.03,11.19,5.59,1.0,3.0,5.909614143281293,0.0212149322032928,5.6757718779852695,0.0607417811280006,42.0,0.3492642429860061,5600,1400.0
210716480,4,3706,5.02,2.55,0.24,0.46,1.06,13.12,,1.0,0.0,0.0,0.0,2.578514769328336,0.0655679425698658,,0.0,3700,0.0
210717460,4,3569,5.02,2.17,0.23,0.73,6.04,16.97,6.45,1.0,0.0,0.0,0.0,2.168322424811444,0.1216581698086167,,0.0,3600,0.0
210718454,4,5334,4.53,7.02,0.41,0.63,1.13,11.12,5.81,1.0,3.0,6.553591606695298,0.0068567037582396,6.889511446226821,0.0314392929885218,42.0,0.2180934463361794,5300,1700.0
210718930,4,3510,5.05,2.41,0.24,0.66,1.99,14.61,11.42,2.0,2.0,2.4303310144051227,0.0518489450216294,2.420053034375152,0.0208790640822877,43.0,2.483298332592136,3500,4600.0
210719272,4,3915,4.88,3.94,0.28,0.73,1.59,16.22,7.21,1.0,0.0,0.0,0.0,3.918542652529852,0.036523462907225,,0.0,3900,0.0
210726841,4,5920,4.28,7.9,0.46,0.74,2.51,10.78,,1.0,0.0,0.0,0.0,7.9747471322867804,0.0382404451999868,,0.0,5900,0.0
210733938,4,6007,4.33,8.42,0.49,0.51,1.97,7.39,,2.0,2.0,4.326311718680783,0.0054757952690125,8.552089683641888,0.0205332809460109,43.0,0.2666790214096939,6000,1000.0
210736624,4,5711,4.38,5.73,0.35,0.79,2.96,12.02,5.58,1.0,0.0,0.0,0.0,5.768147757904225,0.0443584847707531,,0.0,5700,0.0
210740523,4,3676,4.98,2.82,0.25,0.81,4.15,16.3,9.13,1.0,0.0,0.0,0.0,2.825185994516384,0.0795191070658986,,0.0,3700,0.0
210742017,4,3517,5.03,2.83,0.25,0.43,2.31,15.15,10.51,2.0,0.0,0.0,0.0,2.8944222375663435,0.0468799270320436,,0.0,3500,0.0
210742030,4,3857,4.9,1.35,0.21,0.57,0.63,15.63,9.32,1.0,0.0,0.0,0.0,1.340154241240146,0.0430239299136697,,0.0,3900,0.0
210742057,4,3928,4.86,3.59,0.27,0.41,2.24,15.88,,1.0,0.0,0.0,0.0,3.6370368134990745,0.0857677415129231,,0.0,3900,0.0
210743621,4,6245,4.2,2.91,0.25,0.72,2.86,12.18,4.63,1.0,0.0,0.0,0.0,2.8944137718246377,0.0647207257582831,,0.0,6200,0.0
210744254,4,3579,5.02,4.29,0.3,0.65,1.92,16.1,11.01,1.0,0.0,0.0,0.0,4.298801107096831,0.0617727560031334,,0.0,3600,0.0
210747190,4,3751,4.96,1.43,0.21,0.61,2.06,16.56,,1.0,0.0,0.0,0.0,1.4380396649646816,0.0770050188709634,,0.0,3800,0.0
210747390,4,4119,4.78,5.0,0.32,0.82,4.16,15.07,,1.0,0.0,0.0,0.0,5.031146482828389,0.0494834317532928,,0.0,4100,0.0
210748135,4,5420,4.39,9.17,0.54,0.69,1.36,12.31,4.5,1.0,0.0,0.0,0.0,8.985772717613703,0.0405989857063519,,0.0,5400,0.0
210750310,4,3702,4.96,4.34,0.3,0.74,3.63,15.66,9.53,1.0,0.0,0.0,0.0,4.405697923817185,0.1019135762512517,,0.0,3700,0.0
210762863,4,3821,4.88,7.41,0.44,0.83,3.4,14.43,8.06,1.0,3.0,4.864717879215849,0.032524362206459,7.470427093888679,0.0451429099428994,42.0,0.7204755353077279,3800,3900.0
210763474,4,5501,4.5,7.06,0.42,0.77,3.91,12.42,5.55,1.0,0.0,0.0,0.0,7.026106348576924,0.0400599428759884,,0.0,5500,0.0
210772001,4,5657,4.28,7.78,0.46,0.65,1.11,13.24,5.35,1.0,0.0,0.0,0.0,7.631292742426973,0.02574027822939,,0.0,5700,0.0
210773729,4,5687,4.47,9.47,0.56,0.8,1.44,13.57,,2.0,0.0,0.0,0.0,9.465798125557244,0.0252202232691698,,0.0,5700,0.0
210776021,4,3953,4.85,2.44,0.24,0.67,1.39,14.98,9.08,1.0,3.0,4.168651341093638,0.0728223502635956,2.4535554833997857,0.0345882859419817,42.0,2.1054050028887707,4000,4600.0
210776103,4,5744,4.41,8.65,0.51,0.42,1.58,12.11,5.58,1.0,0.0,0.0,0.0,8.763566147755073,0.0269023257270304,,0.0,5700,0.0
210776124,4,3469,5.07,3.84,0.28,0.76,1.65,15.35,10.95,1.0,0.0,0.0,0.0,3.8337594870449743,0.0303884472132616,,0.0,3500,0.0
210778787,4,3603,5.0,3.83,0.28,0.89,6.08,16.32,9.98,1.0,0.0,0.0,0.0,3.8337590763484175,0.0921398829826443,,0.0,3600,0.0
210779226,4,5293,4.65,4.7,0.31,0.54,1.87,14.76,,1.0,0.0,0.0,0.0,4.636246981865425,0.0538220719005887,,0.0,5300,0.0
210783094,4,4469,4.82,5.02,0.32,0.82,7.33,13.54,6.99,1.0,0.0,0.0,0.0,4.960724930084231,0.0730582979484754,,0.0,4500,0.0
210786758,4,4144,4.78,3.21,0.26,0.83,2.89,15.43,,1.0,0.0,0.0,0.0,3.1801201789125573,0.0496960110179234,,0.0,4100,0.0
210789582,4,3692,4.96,7.24,0.43,0.88,2.51,16.06,,1.0,0.0,0.0,0.0,7.316208404904046,0.0466251701167028,,0.0,3700,0.0
