3346,2750
3450,2780
3530,2840
3710,2906
3830,2970
4040,3070
4160,3136
4310,3200
4450,3250
4670,3310
4860,3350
5045,3400
5180,3440
5340,3460
5490,3460
5640,3460
5870,3480
6080,3480
