EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector
211964243,5,4363,4.72,5.09,0.33,0.92,2.8,14.26,,1.0,0.0,0.0,0.0,5.055489897951358,0.028840261638024778,
211975518,5,4002,4.85,3.95,0.28,0.9,3.41,15.03,8.29,2.0,3.0,3.8836711643608077,0.07787322103977212,3.97984703997165,0.05348076795162193,44.0
212009427,5,4109,4.78,1.54,0.21,0.48,4.29,14.07,5.82,3.0,3.0,1.561572127650468,0.03414318561553964,124.70181706264461,0.074045727144883,44.0
212012387,5,4412,4.69,7.27,0.43,0.56,1.62,13.97,,2.0,0.0,0.0,0.0,3.253094259239531,0.02541905167535552,
212012744,5,4017,4.83,4.99,0.32,0.5,1.86,15.87,5.85,1.0,0.0,0.0,0.0,374.10537805582857,0.032536683219657525,
212019656,5,4106,4.78,1.82,0.22,0.63,4.32,14.88,8.05,2.0,3.0,1.823727846292927,0.06406784057617188,1.8338508382479561,0.03894224085129705,44.0
212026465,5,4102,4.78,4.76,0.31,0.74,2.53,13.36,5.23,1.0,0.0,0.0,0.0,4.796225891623181,0.03247613321745746,
212069379,5,4141,4.78,1.23,0.2,0.55,6.98,16.14,,1.0,0.0,0.0,0.0,124.70191115532846,0.1277840428670094,
212082299,5,4030,4.82,5.67,0.35,0.88,3.02,15.29,5.93,1.0,0.0,0.0,0.0,5.668263540322766,0.04286686740620782,
212129124,5,4153,4.78,6.77,0.4,0.74,4.09,16.01,10.05,2.0,3.0,4.815195749304439,0.14608315229415902,6.801921557391656,0.04217072615551243,44.0
212135219,5,4043,4.83,6.85,0.41,0.63,1.8,15.4,9.6,1.0,0.0,0.0,0.0,6.927882112288864,0.024021535339777467,
212151229,5,4163,4.77,7.36,0.43,0.91,3.25,15.59,,1.0,0.0,0.0,0.0,7.482117515581194,0.04000528371886325,
212160810,5,4267,4.75,3.27,0.26,0.87,4.5,15.07,,1.0,0.0,0.0,0.0,3.2530932119470495,0.04627417462865402,
212322451,6,4492,4.87,8.0,0.47,0.88,6.97,15.29,9.63,1.0,0.0,0.0,0.0,7.890785917395988,0.06858626481474728,
212325583,6,4051,4.85,8.21,0.48,0.39,1.44,15.45,8.61,1.0,1.0,14.070245772213386,0.7631242811679837,56.36265324978013,0.015077760750267233,37.0
212359674,6,4081,4.84,4.82,0.32,0.44,3.19,17.73,,1.0,0.0,0.0,0.0,98.63486945731893,0.07237406800557977,
212392768,6,4076,4.8,8.72,0.51,0.72,0.71,14.99,7.57,1.0,0.0,0.0,0.0,394.53948144804605,0.012868263181377793,
212393762,6,4143,4.75,3.19,0.26,0.49,5.79,13.94,6.79,1.0,0.0,0.0,0.0,3.2339292758511937,0.08222042241696403,
212404284,6,4002,4.8,1.52,0.21,0.96,7.05,14.41,,1.0,0.0,0.0,0.0,1.5174564533160897,0.0755603449942075,
212426341,6,4206,4.78,1.66,0.22,0.64,1.24,15.86,,1.0,0.0,0.0,0.0,197.26918250731615,0.029498321067065847,
212449433,6,4020,4.81,6.13,0.37,0.8,3.43,16.57,,1.0,0.0,0.0,0.0,6.164667104349632,0.039106891400986554,
212518960,6,4375,4.71,1.32,0.21,0.64,6.31,13.96,5.39,1.0,0.0,0.0,0.0,1.3107574998075113,0.06387725444568515,
212576493,6,4068,4.78,3.81,0.28,0.86,7.5,14.16,,2.0,0.0,0.0,0.0,3.8304696502721365,0.0864784283202722,
212615039,6,4313,4.73,1.45,0.21,0.93,9.12,13.13,,1.0,0.0,0.0,0.0,1.4505080808480137,0.06487954824010855,
212627272,6,4156,4.79,6.22,0.38,0.57,1.35,17.17,,1.0,0.0,0.0,0.0,98.63469718592569,0.04434219056076272,
212628098,6,4442,4.69,4.05,0.29,0.77,7.47,13.26,,2.0,1.0,4.079441937351916,0.055991107225418,4.109770747909731,0.07936381509986667,46.0
212654948,6,4091,4.81,4.54,0.31,0.53,0.92,16.97,,2.0,0.0,0.0,0.0,78.9076906632472,0.021162909698350107,
212666325,6,4487,4.77,6.23,0.38,0.67,3.05,15.97,6.74,1.0,0.0,0.0,0.0,6.3635280533162595,0.03296913816217162,
212670819,6,4002,4.86,5.14,0.33,0.78,7.6,15.16,6.48,1.0,0.0,0.0,0.0,5.0581880259102405,0.08250706833968535,
212673373,6,4436,4.72,8.67,0.51,0.72,5.69,17.06,,1.0,0.0,0.0,0.0,8.767526411801455,0.06382476146454263,
212676084,6,4113,4.8,3.99,0.29,0.43,1.36,16.42,,1.0,0.0,0.0,0.0,131.5127276006509,0.06288886111500736,
212679798,6,4455,4.71,1.81,0.22,0.37,5.62,14.85,5.95,2.0,0.0,0.0,0.0,49.31726285962669,0.029066563417467495,
212697882,6,4147,4.82,5.18,0.33,0.73,1.56,16.64,,1.0,0.0,0.0,0.0,131.51269776301584,0.10195633103024548,
212703108,6,4339,4.72,6.32,0.38,0.73,6.31,17.44,,1.0,0.0,0.0,0.0,6.4678531217291715,0.06294138540924477,
212703900,6,4435,4.74,2.58,0.24,0.83,6.07,17.46,,1.0,0.0,0.0,0.0,2.578687013368348,0.06980484128971465,
212709975,6,4151,4.77,6.36,0.38,0.52,2.0,13.61,7.07,2.0,0.0,0.0,0.0,56.36255945370587,0.023629946332328844,
212713681,6,4418,4.87,2.65,0.24,0.6,3.53,14.68,5.89,1.0,0.0,0.0,0.0,2.630256580907007,0.03656859729696138,
212724308,6,4498,4.68,3.66,0.27,0.7,4.35,14.15,,1.0,0.0,0.0,0.0,3.6872776535508427,0.02770092586818007,
212725291,6,4010,4.88,6.37,0.38,0.86,8.97,11.94,,2.0,0.0,0.0,0.0,6.467841567336721,0.07419877143727693,
212739490,6,4264,4.75,9.55,0.57,0.3,0.85,16.38,,1.0,0.0,0.0,0.0,39.45380069065505,0.03193266819406804,
212791195,6,4183,4.98,2.25,0.23,0.67,1.8,15.94,8.02,1.0,0.0,0.0,0.0,394.5388672192712,0.047319319867679344,
212805198,6,4144,4.77,3.29,0.26,0.61,5.68,14.42,5.46,2.0,0.0,0.0,0.0,49.31725271228515,0.008929753183525846,
213462890,7,4079,4.84,5.74,0.35,0.79,2.09,15.25,5.97,1.0,3.0,4.350750518928237,0.2772921323776245,412.9263293332405,0.031779462139307824,27.0
213508874,7,4318,4.71,4.06,0.29,0.57,6.64,12.14,6.8,1.0,4.0,4.069231136051654,0.046573758125305176,4.088376613646399,0.06412994018902796,13.0
213728570,7,4057,4.82,8.2,0.48,0.66,3.24,15.23,6.17,1.0,0.0,0.0,0.0,412.9258032314465,0.1139935569213606,
214199654,7,4078,4.78,7.44,0.44,0.46,1.98,12.99,-2.42,1.0,0.0,0.0,0.0,412.9256425794665,0.034520196067781894,
214977619,7,4466,4.7,3.13,0.26,0.51,4.81,13.79,,1.0,0.0,0.0,0.0,412.92553684757877,0.07060062762216701,
215689676,7,4092,4.79,6.11,0.37,0.91,6.5,15.22,,1.0,0.0,0.0,0.0,412.9269566348739,0.07722019529907365,
215900519,7,4305,4.76,3.63,0.27,0.85,6.76,12.08,,1.0,0.0,0.0,0.0,3.6221576053130287,0.1047982741558795,
216063973,7,4013,4.82,4.07,0.29,0.64,6.37,13.39,,1.0,0.0,0.0,0.0,4.170967396251334,0.08970128439990344,
216716114,7,4154,4.77,9.45,0.56,0.33,1.97,14.61,,1.0,0.0,0.0,0.0,412.92573427865136,0.041470149429669534,
217064641,7,4112,4.78,6.65,0.4,0.37,1.18,13.06,3.39,1.0,0.0,0.0,0.0,412.9258610980105,0.018220084265805014,
218754715,7,4249,4.74,9.06,0.53,0.37,1.93,12.45,-0.52,1.0,0.0,0.0,0.0,412.9257799250991,0.038044178964699915,
219671731,7,4479,4.66,3.12,0.26,0.32,4.04,17.39,,1.0,0.0,0.0,0.0,412.9264007738311,0.05379116665242267,
220178295,8,4083,4.84,4.29,0.3,0.36,4.98,17.25,,1.0,0.0,0.0,0.0,56.21636647036732,0.10254919508566795,
220181036,8,4110,4.85,2.86,0.25,0.39,3.6,17.27,,1.0,0.0,0.0,0.0,393.51491605309997,1.370995568572497,
220202224,8,4083,4.85,2.41,0.24,0.74,8.22,17.23,,1.0,0.0,0.0,0.0,98.3786211329425,0.10245500704366395,
220205464,8,4341,4.72,1.32,0.21,0.84,3.04,13.54,,1.0,3.0,15.173675740758577,0.522826880775363,1.3205195155282639,0.038359323506789056,3.0
220227055,8,4079,4.84,4.13,0.29,0.76,6.58,15.01,,1.0,0.0,0.0,0.0,98.37880734332428,0.021260124204197317,
220249740,8,4131,4.78,3.67,0.28,0.78,2.5,15.66,,1.0,2.0,15.173774181037311,0.7365075239707837,3.643660151997378,0.031199517514863384,3.0
220266832,8,4141,4.78,6.2,0.38,0.31,1.13,14.07,7.12,1.0,4.0,138.23096257677776,0.022230088710784912,196.75773497277987,0.05247037865543003,3.0
220280952,8,4006,4.82,2.43,0.24,0.76,2.25,16.31,,1.0,0.0,0.0,0.0,131.17184968325697,0.07134847715680293,
220296174,8,4163,4.79,3.95,0.28,0.71,3.72,15.72,7.51,1.0,0.0,0.0,0.0,98.3788978044322,0.05620564742277678,
220309501,8,4362,4.72,2.42,0.24,0.58,4.52,15.51,,1.0,0.0,0.0,0.0,2.44419414731739,0.06330325950116122,
220320189,8,4235,4.76,2.17,0.23,0.47,5.58,15.8,7.1,1.0,0.0,0.0,0.0,131.1715670513028,0.037543801796877996,
220340058,8,4114,4.78,3.72,0.28,0.81,4.97,15.89,6.72,1.0,0.0,0.0,0.0,3.7124056518456756,0.05824083372275202,
220347415,8,4163,4.77,4.89,0.32,0.96,6.36,14.96,,1.0,0.0,0.0,0.0,196.75725458728266,0.028794805502167953,
220362839,8,4268,4.75,1.72,0.22,0.93,5.39,15.72,,1.0,0.0,0.0,0.0,1.7109342049010117,0.06974310706376807,
220379045,8,4013,4.86,7.93,0.46,0.8,3.74,13.14,7.34,1.0,2.0,6.600837782017312,0.02190116047859192,7.870289710123326,0.0563441850988714,42.0
220392853,8,4115,4.78,1.87,0.22,0.61,4.86,14.82,6.36,1.0,0.0,0.0,0.0,131.17161113894932,0.08522557771837502,
220440299,8,4388,4.71,4.49,0.3,0.69,1.85,14.93,5.85,1.0,0.0,0.0,0.0,131.17146592092467,0.06194942429842376,
220457721,8,4231,4.75,4.4,0.3,0.48,2.58,15.27,,1.0,0.0,0.0,0.0,98.37864406705194,0.060991187438244165,
220475844,8,4265,4.75,8.7,0.51,0.57,2.77,13.25,5.64,1.0,0.0,0.0,0.0,393.51617913664086,0.05217374486855686,
220483096,8,4168,4.77,8.92,0.52,0.54,3.02,15.69,,1.0,0.0,0.0,0.0,393.5152600586298,0.054347195299918716,
220590606,8,4043,4.8,4.4,0.3,0.61,3.91,14.09,6.6,1.0,0.0,0.0,0.0,4.37239186074132,0.037358468768808994,
220616741,8,4143,4.79,4.91,0.32,0.69,3.28,15.7,6.12,1.0,0.0,0.0,0.0,98.37886478118888,0.0400011288776555,
220629634,8,4270,4.74,2.24,0.23,0.36,1.32,12.98,,1.0,0.0,0.0,0.0,78.70295760111185,0.019129924819514255,
220648304,8,4147,4.78,4.19,0.29,0.6,2.56,15.52,8.55,1.0,0.0,0.0,0.0,4.277335607168978,0.033911289251393195,
220688121,8,4329,4.72,3.47,0.27,0.69,2.43,15.25,,1.0,0.0,0.0,0.0,98.37895314041818,0.061146123377579076,
220692722,8,4369,4.71,1.85,0.22,0.49,5.39,13.25,,1.0,0.0,0.0,0.0,1.8303037948004879,0.05595761141265965,
220695905,8,4119,4.8,2.9,0.25,0.96,7.4,15.56,7.08,1.0,0.0,0.0,0.0,2.8934954653381926,0.11215152982428023,
201288384,10,4483,4.66,5.18,0.33,0.65,6.02,10.74,,1.0,1.0,5.403312496778594,0.039750367403030396,5.400049015117929,0.0591756823325027,46.0
201289039,10,4161,4.76,2.66,0.24,0.82,3.4,15.78,,1.0,0.0,0.0,0.0,2.70002455724466,0.052944536664535025,
201451178,10,4482,4.68,3.51,0.27,0.37,0.63,13.51,5.5,1.0,0.0,0.0,0.0,345.6031676092243,0.023600427615595554,
201626811,10,4482,4.79,4.54,0.31,0.48,5.15,14.71,6.79,1.0,0.0,0.0,0.0,4.734290637068326,0.04933371539604159,
228707132,10,4016,4.83,8.82,0.52,0.39,0.6,15.21,7.24,1.0,1.0,13.931627925211515,0.2932990670204162,115.20120476552016,0.02933373421254415,36.0
228714878,10,4103,4.8,4.05,0.29,0.53,2.47,16.37,6.7,1.0,0.0,0.0,0.0,345.6035274507303,0.06716508507037622,
228727908,10,4151,4.77,1.91,0.22,0.69,8.58,14.62,7.22,1.0,0.0,0.0,0.0,1.8885440489252112,0.09617712183788574,
228751896,10,4041,4.82,2.25,0.23,0.74,3.89,14.65,,1.0,0.0,0.0,0.0,2.2737068064270716,0.045740750748503256,
228759087,10,4373,4.71,2.55,0.24,0.56,8.22,14.33,,1.0,0.0,0.0,0.0,2.5226548610964237,0.08575927079087597,
228763882,10,4095,4.79,1.76,0.22,0.85,5.5,14.93,6.64,1.0,0.0,0.0,0.0,1.7632824096572408,0.07106883428088684,
228784829,10,4163,4.78,5.27,0.33,0.45,2.48,16.32,,1.0,0.0,0.0,0.0,115.20119390610489,0.07017374866637505,
229009830,10,4144,4.92,5.87,0.36,0.69,2.98,15.59,,1.0,0.0,0.0,0.0,6.171488067071291,0.028842664514985517,
229123820,10,4025,4.84,3.66,0.27,0.69,8.97,14.8,7.18,1.0,0.0,0.0,0.0,3.676630483713915,0.07744895852806322,
230817869,11,4418,4.7,6.06,0.37,0.32,0.91,12.47,-1.68,2.0,0.0,0.0,0.0,11.635935763388261,0.005861526424507879,
231278249,11,4080,4.84,6.71,0.4,0.47,1.07,13.74,,2.0,0.0,0.0,0.0,116.3593846841468,0.06066172154005667,
231279495,11,4266,4.71,6.98,0.41,0.41,0.99,13.76,,2.0,0.0,0.0,0.0,6.464407287759161,0.015234912557162361,
231504300,11,4005,4.86,1.84,0.22,0.51,6.66,13.68,,2.0,1.0,138.7514136791674,0.17526828050613408,116.35951101805402,0.025107839753795158,12.0
232176808,11,4047,4.85,7.49,0.44,0.93,5.4,13.08,7.07,2.0,0.0,0.0,0.0,7.272454915162143,0.03507865221694206,
234563958,11,4285,4.73,6.74,0.4,0.45,0.82,13.61,,2.0,0.0,0.0,0.0,58.1797829748939,0.0069806925682339704,
234939891,11,4174,4.82,1.55,0.21,0.52,1.55,14.07,,2.0,0.0,0.0,0.0,116.35966209720209,0.09989463172870916,
235019555,11,4067,4.82,8.56,0.5,0.89,1.45,14.48,6.68,2.0,0.0,0.0,0.0,8.311395482095186,0.020793304839930582,
235321303,11,4256,4.75,1.56,0.21,0.69,6.79,14.02,9.2,2.0,0.0,0.0,0.0,1.572426186824462,0.06431045304715743,
245931472,12,4264,4.74,7.88,0.46,0.36,1.63,15.13,,1.0,3.0,136.87579257646576,0.07422796175919666,65.73905216844044,0.021000863983275053,2.0
246024876,12,4079,4.79,8.99,0.53,0.4,2.74,15.61,,1.0,0.0,0.0,0.0,8.574657359382874,0.02824726650962983,
246025511,12,4185,4.8,4.66,0.31,0.42,4.12,14.78,5.64,1.0,3.0,12.44337766177275,0.06557216350162398,4.53373625522179,0.04162920466093745,2.0
246310442,12,4031,4.91,4.33,0.3,0.51,0.62,11.62,,1.0,0.0,0.0,0.0,98.60857530968131,0.010547727265237894,
246427702,12,4160,4.77,5.56,0.35,0.43,4.59,16.87,,1.0,0.0,0.0,0.0,197.21736841700476,0.06755661390868928,
210651981,13,4128,4.78,2.43,0.24,0.68,5.47,11.25,,2.0,4.0,2.435741751987098,0.038995230197906405,177.19522331692133,0.04826351671244644,43.0
210715947,13,4412,4.71,7.85,0.46,0.53,1.09,13.55,,2.0,0.0,0.0,0.0,177.19518101937865,0.022285320944042897,
210902782,13,4029,4.81,1.84,0.22,0.6,2.5,14.33,,1.0,0.0,0.0,0.0,100.7028943239311,0.059840354762166426,
210921856,13,4026,4.82,1.57,0.21,0.72,0.72,15.07,,1.0,0.0,0.0,0.0,201.40572056003293,0.011111046355016252,
210927096,13,4212,4.77,2.86,0.25,0.68,4.25,15.34,,1.0,0.0,0.0,0.0,2.8979243094311133,0.04630465546462792,
246924043,13,4024,4.82,6.59,0.39,0.7,5.21,14.11,7.41,1.0,0.0,0.0,0.0,6.49697271896824,0.054449169662888486,
246979864,13,4158,4.77,8.03,0.47,0.89,3.26,15.03,,1.0,0.0,0.0,0.0,402.81176745898847,0.05289159170593538,
247019590,13,4207,4.75,7.84,0.46,0.58,4.08,13.66,6.62,1.0,0.0,0.0,0.0,7.74638344005535,0.04066599599738341,
247267267,13,4062,4.8,8.84,0.52,0.76,2.97,12.81,7.54,1.0,3.0,5.52766488852285,0.01430627703666687,134.2710730749968,0.046061585102295854,43.0
247305762,13,4246,4.76,3.95,0.28,0.47,5.6,13.93,6.29,1.0,0.0,0.0,0.0,3.9491409283451224,0.05744821875232442,
247457994,13,4249,4.75,2.43,0.24,0.75,3.9,15.15,5.44,1.0,0.0,0.0,0.0,134.27092024243998,0.046256435316113564,
247550274,13,4333,4.72,5.52,0.35,0.68,4.68,16.5,,1.0,0.0,0.0,0.0,134.2705892406957,0.07130889271331031,
247556776,13,4274,4.72,1.83,0.22,0.62,2.79,16.74,,1.0,0.0,0.0,0.0,100.70294376086167,0.08221562516791292,
247571857,13,4250,4.76,5.74,0.35,0.86,5.87,14.44,8.08,1.0,0.0,0.0,0.0,5.837850138610204,0.06959666697449163,
247814501,13,4255,4.75,8.0,0.47,0.39,1.75,13.44,7.07,1.0,0.0,0.0,0.0,8.220662526296017,0.01903971422641293,
247836533,13,4037,4.81,8.87,0.52,0.72,5.95,13.45,5.74,1.0,2.0,4.638239794925662,0.01993352174758911,8.951381849566436,0.07155814934586036,43.0
247983292,13,4138,4.78,2.39,0.23,0.81,4.27,15.83,,1.0,0.0,0.0,0.0,2.397688944599958,0.04590394342407311,
248128197,13,4108,4.84,2.37,0.23,0.52,1.87,15.55,,1.0,0.0,0.0,0.0,2.397692886311883,0.02115542766241385,
248241184,13,4001,4.83,2.63,0.24,0.6,2.59,16.18,,1.0,0.0,0.0,0.0,2.6500832858748344,0.026230453636748696,
201698238,14,4146,4.79,8.76,0.51,0.85,4.81,14.05,6.9,1.0,0.0,0.0,0.0,8.661365011022374,0.07055636947966959,
201707111,14,4131,4.79,8.91,0.52,0.88,1.95,14.04,8.53,1.0,0.0,0.0,0.0,132.80744174039378,0.07877828451417379,
248444032,14,4381,4.84,2.64,0.24,0.5,3.39,13.26,6.74,1.0,4.0,2.7082869054414065,0.05224740505218506,2.6739725005526207,0.04113530359523554,9.0
248469877,14,4231,4.76,9.75,0.58,0.77,0.61,12.47,6.46,1.0,0.0,0.0,0.0,9.717601183794791,0.00764888590075441,
248514115,14,4115,4.81,1.71,0.22,0.38,7.29,15.97,,1.0,0.0,0.0,0.0,1.7322656412560837,0.11616826756333087,
248544054,14,4378,4.78,6.32,0.38,0.52,5.56,17.44,,1.0,0.0,0.0,0.0,199.2106811211852,0.10575392882722312,
248559694,14,4045,4.81,5.76,0.36,0.8,5.68,15.31,6.55,1.0,0.0,0.0,0.0,5.774216747870567,0.0594970983951022,
248596522,14,4073,4.8,2.16,0.23,0.82,4.42,16.43,7.47,1.0,0.0,0.0,0.0,199.21030904471988,0.08405909081109564,
248607838,14,4381,4.72,6.13,0.37,0.87,6.2,14.68,6.43,1.0,0.0,0.0,0.0,6.129564608684562,0.08035869907789417,
248618546,14,4046,4.82,3.31,0.26,0.43,1.38,14.72,7.55,1.0,0.0,0.0,0.0,132.8069642742048,0.04973803274266042,
248652546,14,4477,4.68,7.27,0.43,0.75,4.12,14.23,6.29,1.0,0.0,0.0,0.0,99.60510547600279,0.0728783515823358,
248673789,14,4428,4.65,7.9,0.46,0.51,1.15,14.53,0.2,1.0,0.0,0.0,0.0,199.21025246338104,0.03097372337492066,
248724527,14,4278,4.71,3.74,0.28,0.48,5.53,13.87,6.8,1.0,0.0,0.0,0.0,3.7944843102484893,0.05751508230338287,
248754083,14,4110,4.9,7.83,0.46,0.68,3.75,16.7,10.06,1.0,0.0,0.0,0.0,7.661928380632443,0.04048455408833607,
248815051,14,4460,4.69,9.65,0.57,0.71,1.52,12.42,,1.0,0.0,0.0,0.0,9.71757051471774,0.016780757454728623,
248822508,14,4043,4.78,7.91,0.46,0.69,3.35,17.41,,1.0,0.0,0.0,0.0,7.812161919331022,0.04573394730357716,
248828645,14,4082,4.8,1.85,0.22,0.38,2.48,13.9,5.51,1.0,0.0,0.0,0.0,1.8360386075237916,0.02606667751507019,
248832991,14,4061,4.81,2.4,0.24,0.59,8.73,14.07,6.34,1.0,0.0,0.0,0.0,2.429397429569224,0.09142554922183777,
248842262,14,4001,4.81,4.45,0.3,0.74,2.57,15.22,,1.0,0.0,0.0,0.0,132.80709492091165,0.0431683376454437,
204040060,15,4233,4.75,7.22,0.43,0.82,8.02,12.94,,2.0,0.0,0.0,0.0,392.39193566962064,0.08416534814216559,
204097242,15,4075,4.78,2.52,0.24,0.94,2.9,14.16,8.1,2.0,0.0,0.0,0.0,392.3919264518554,0.035015654751855085,
204115917,15,4036,4.86,2.36,0.23,0.52,4.77,14.46,,2.0,0.0,0.0,0.0,392.39192370794626,0.04250102324524829,
204227785,15,4030,4.82,3.4,0.27,0.32,1.79,14.84,,2.0,0.0,0.0,0.0,39.239190899887035,0.056326798587265525,
204246759,15,4299,4.74,4.33,0.3,0.76,8.62,11.95,,2.0,0.0,0.0,0.0,392.3919156834381,0.02954999008584769,
204282976,15,4113,4.79,3.73,0.28,0.84,5.82,13.92,,2.0,0.0,0.0,0.0,392.39190907570446,0.025519697063404734,
204290833,15,4134,4.78,6.08,0.37,0.74,1.59,13.06,,2.0,0.0,0.0,0.0,392.39190560885623,0.03777308811521973,
204399028,15,4123,4.79,3.91,0.28,0.63,4.29,13.91,,2.0,0.0,0.0,0.0,392.3918867030079,0.033413615675858765,
204494201,15,4218,4.77,3.12,0.26,0.51,5.25,14.84,,2.0,0.0,0.0,0.0,392.39187814648176,0.03424934012629277,
204533053,15,4205,4.77,2.85,0.25,0.9,3.58,14.51,7.58,2.0,0.0,0.0,0.0,392.39187598930584,0.037858016496556623,
204835593,15,4110,4.8,5.14,0.33,0.81,4.93,16.85,,1.0,0.0,0.0,0.0,146.6666825446252,0.12464367392532505,
249152137,15,4427,4.71,3.66,0.27,0.69,4.09,13.91,5.44,1.0,1.0,14.826636754132526,0.14041380882263166,3.66667081551168,0.042941510283396656,38.0
249208038,15,4218,4.77,5.46,0.34,0.83,4.91,13.52,,1.0,0.0,0.0,0.0,5.432103823587107,0.07271051643063908,
249235696,15,4206,4.75,2.52,0.24,0.84,7.21,13.06,5.4,1.0,0.0,0.0,0.0,2.514286793463647,0.08723143681832002,
249270781,15,4125,4.78,5.39,0.34,0.53,7.51,14.01,7.86,1.0,0.0,0.0,0.0,88.00003686540005,0.008110655795523947,
249375741,15,4298,4.73,1.67,0.22,0.45,8.3,13.5,,1.0,0.0,0.0,0.0,1.6541339361547698,0.08244381735511774,
249385058,15,4108,4.8,4.26,0.3,0.62,5.01,13.32,6.02,1.0,0.0,0.0,0.0,4.2307628890690605,0.05402827565694779,
249395951,15,4003,4.82,7.85,0.46,0.58,2.98,14.38,6.54,1.0,0.0,0.0,0.0,146.66659767009455,0.0451151509801726,
249406974,15,4196,4.75,3.3,0.26,0.9,4.97,12.23,5.75,1.0,0.0,0.0,0.0,3.308264795207498,0.03388883090175843,
249467087,15,4038,4.82,7.78,0.46,0.74,4.62,13.81,,1.0,0.0,0.0,0.0,146.666413300433,0.07523828981836167,
249557680,15,4170,4.78,8.73,0.51,0.75,7.99,14.31,,1.0,0.0,0.0,0.0,8.799984772158496,0.0724441206951324,
249559609,15,4084,5.0,2.17,0.23,0.43,6.32,12.29,,1.0,0.0,0.0,0.0,1.0864192808762316,0.08846399772521152,
249583998,15,4116,4.76,6.79,0.4,0.37,1.12,13.79,4.6,1.0,0.0,0.0,0.0,219.99997233051542,0.011433120440979994,
249597546,15,4184,4.8,2.79,0.25,0.59,1.62,16.16,,1.0,0.0,0.0,0.0,219.9997469329901,0.0590911440259394,
249615432,15,4475,4.68,9.42,0.56,0.53,0.85,15.07,7.02,1.0,0.0,0.0,0.0,439.9999267790554,0.012542713602067157,
249669481,15,4096,4.78,3.31,0.26,0.69,2.08,15.75,,1.0,0.0,0.0,0.0,3.2835766159921302,0.0286192812403111,
249804989,15,4191,4.76,4.8,0.32,0.51,3.83,15.79,7.62,1.0,0.0,0.0,0.0,4.835156255178915,0.04681414015310348,
249852949,15,4012,4.82,6.84,0.41,0.5,8.31,13.38,,1.0,0.0,0.0,0.0,439.9991886215139,0.10694837816191849,
249878675,15,4100,4.79,2.53,0.24,0.84,5.25,15.63,5.53,1.0,0.0,0.0,0.0,2.5433496190947475,0.05251578495495657,
249900301,15,4279,4.73,5.73,0.35,0.52,3.62,13.74,7.08,1.0,0.0,0.0,0.0,146.6664749939567,0.04257267487582683,
250034231,15,4155,4.81,5.02,0.32,0.8,6.83,15.98,7.32,1.0,0.0,0.0,0.0,4.943810779619485,0.09203767886277281,
211418046,16,4372,4.71,7.39,0.43,0.95,6.41,13.72,,1.0,0.0,0.0,0.0,7.366231921632451,0.06848581675340071,
211495267,16,4168,4.78,3.04,0.25,0.71,5.18,15.65,6.39,1.0,0.0,0.0,0.0,198.88835613392075,0.08221595028683659,
211619199,16,4148,4.76,5.22,0.33,0.87,2.42,13.85,5.48,1.0,0.0,0.0,0.0,5.23389995337311,0.02884622986979757,
211630438,16,4480,4.68,9.5,0.56,0.9,6.36,14.31,,2.0,0.0,0.0,0.0,9.59245641326281,0.06003108010219527,
211754101,16,4279,4.75,2.05,0.23,0.74,3.6,16.47,,1.0,0.0,0.0,0.0,397.77679524519044,0.13935746996270437,
211855697,16,4341,4.76,7.78,0.46,0.78,4.93,14.41,5.92,1.0,0.0,0.0,0.0,7.799540895597887,0.06645894161043209,
211890433,16,4003,4.83,3.31,0.26,0.53,3.16,14.11,7.88,2.0,0.0,0.0,0.0,3.310668888781014,0.06754679454040458,
211892395,16,4151,4.8,2.0,0.22,0.56,3.69,16.24,5.45,1.0,3.0,0.9947019869194957,0.3551096558570861,0.9944414681352102,0.27115800998432615,44.0
211910548,16,4149,4.78,2.14,0.23,0.68,2.13,16.79,,3.0,0.0,0.0,0.0,374.1056754108285,0.0896253089027993,
212009427,16,4109,4.78,1.55,0.21,0.87,4.93,14.07,5.82,3.0,3.0,1.561572127650468,0.03414318561553964,124.70181706264461,0.074045727144883,44.0
212012387,16,4412,4.69,7.53,0.44,0.72,2.09,13.97,,2.0,0.0,0.0,0.0,3.253094259239531,0.02541905167535552,
212225986,16,4373,4.71,2.33,0.23,0.63,6.99,13.67,5.63,1.0,1.0,17.07007225556609,0.11639621257781974,2.3126472384668633,0.1287001180390236,21.0
251283472,16,4005,4.81,1.62,0.21,0.88,8.32,15.32,8.01,1.0,0.0,0.0,0.0,1.6169800405488817,0.10482173126807803,
251327309,16,4056,4.77,6.53,0.39,0.92,6.3,11.96,8.42,1.0,3.0,6.336501309087189,0.049490261077880904,6.415756119534514,0.06454850987058613,44.0
251362492,16,4263,4.77,1.29,0.21,0.38,3.46,15.02,5.78,1.0,0.0,0.0,0.0,132.59222387846725,0.05632972281436177,
212576493,17,4068,4.78,3.89,0.28,0.79,6.5,14.16,,2.0,0.0,0.0,0.0,3.8304696502721365,0.0864784283202722,
212588357,17,4148,4.78,1.41,0.21,0.38,3.47,12.21,5.85,2.0,0.0,0.0,0.0,1.40404980475787,0.01911492211304555,
