202067906  0 3831 4.89 17.99  1.59 0.59 0.20 14.30  8.96
202067916  0 3674 4.95 17.89  1.57 0.53 0.19 13.90  8.61
202067933  0 3620 5.00  9.07  0.53 0.47 2.25 15.20  --- 
202067952  0 3911 4.86  3.13  0.26 0.91 7.85 13.80  6.21
202067993  0 3771 4.90 12.72  0.83 0.59 0.33 14.00  --- 
202068014  0 3927 4.86 11.59  0.73 0.36 0.22 13.10  7.94
202068022  0 3767 4.92  3.76  0.28 0.80 1.62 15.30  8.53
202068126  0 3667 4.97  8.50  0.50 0.84 1.42 13.70  9.62
202068131  0 3811 4.89 10.60  0.64 0.39 0.13 13.10  7.54
202068141  0 3811 4.90 16.14  1.27 0.48 0.45 14.90  9.14
202068180  0 3710 4.93 12.64  0.83 0.52 1.21 14.70  9.37
202068181  0 3761 4.94  9.51  0.56 0.69 1.06 13.90  7.99
202068194  0 3602 5.00 10.41  0.63 0.30 0.13 13.90  9.10
202068220  0 3627 4.98 15.27  1.14 0.35 0.13 14.20  8.71
202068226  0 3614 5.02 10.36  0.62 0.88 5.85 13.60  8.51
202068282  0 3832 4.90  8.81  0.52 0.64 0.79 13.80  8.80
202068294  0 3818 4.89 10.64  0.65 0.49 1.37 14.90  8.15
202068299  0 3712 4.98 15.52  1.18 0.35 0.68 14.90  8.89
202068322  0 3748 4.97 16.10  1.26 0.41 0.38 13.30  9.16
202068329  0 3864 4.89 11.54  0.72 0.32 0.28 14.80  6.45
202068344  0 3758 4.95  4.45  0.30 0.68 2.93 15.00  --- 
202068380  0 3579 5.04  1.45  0.21 0.71 3.61 14.60  9.76
202068389  0 3665 4.96  9.04  0.53 0.49 0.22 14.00  --- 
202068390  0 4031 4.83 15.22  1.13 0.50 0.80 13.10  7.96
202068397  0 3686 4.98 15.15  1.12 0.33 0.66 14.90  9.07
202068404  0 3559 4.99  2.19  0.23 0.70 0.92 14.50  8.96
202068433  0 3588 5.02 14.15  0.99 0.38 0.37 14.60  8.83
202068439  0 3594 5.00  6.23  0.38 0.33 1.74 14.50  --- 
202068444  0 3856 4.88 14.73  1.07 0.54 0.57 13.00  --- 
202068477  0 3738 4.97  4.72  0.31 0.72 2.25 14.00  8.65
202068562  0 3562 5.02 11.24  0.70 0.35 0.38 14.30 10.63
202068576  0 3638 4.97  2.33  0.23 0.71 1.27 15.50  --- 
202068580  0 3892 4.88  3.65  0.27 0.93 6.72 10.50  7.02
202068591  0 3692 4.98 13.54  0.92 0.37 0.60 15.70  9.13
202068593  0 4180 4.78  3.09  0.26 0.87 4.36 15.80  --- 
202068600  0 3594 5.00  1.59  0.21 0.41 1.16 15.90  --- 
202068612  0 3600 5.01 13.43  0.91 0.56 3.45 13.60  8.48
202068633  0 3728 4.93  2.50  0.24 0.65 2.78 13.90  9.62
202068652  0 3599 5.04 16.64  1.35 0.31 0.45 12.80  --- 
202068696  0 6050 4.23 12.53  0.82 0.39 0.11 12.10  --- 
202070332  0 3984 4.82 12.55  0.82 0.56 1.31 13.00  7.54
202070335  0 4023 4.86 15.33  1.15 0.55 0.29 13.20  --- 
202070340  0 4106 4.83 15.59  1.19 0.44 0.36 10.70  7.00
202070344  0 3645 4.99 17.39  1.48 0.51 0.16 10.30  6.55
202070352  0 3592 4.97 15.96  1.24 0.31 0.07 13.50  8.62
202070354  0 3988 4.86 14.98  1.10 0.51 1.29 13.50  7.57
202070361  0 3673 4.93 16.47  1.32 0.54 0.53 13.60  8.45
202070377  0 3617 5.01 15.96  1.24 0.60 0.29 13.90  8.64
202070395  0 3863 4.86 11.64  0.73 0.37 0.19 14.30  --- 
202070396  0 3896 4.87 15.23  1.13 0.80 0.69 14.30  7.36
202071288  0 5470 4.51  2.91  0.25 0.79 3.76 10.10  --- 
202071290  0 6032 4.39  5.72  0.35 0.62 1.30 11.40  4.15
202071302  0 6088 4.34  3.13  0.26 0.52 0.50 10.90  4.12
202071310  0 5990 4.30  2.41  0.24 0.72 3.67 11.00  3.58
202071317  0 5136 4.58  1.25  0.20 0.53 5.01 10.90  4.95
202071333  0 5809 4.49  8.27  0.48 0.74 0.97 10.30  5.19
202071376  0 5014 4.64  4.11  0.29 0.86 7.68 11.00  6.64
202071909  0 6188 4.36  3.69  0.28 0.65 1.57 11.40  4.12
202081070  0 3757 4.91  8.79  0.52 0.74 4.38 15.00  8.00
202081111  0 3704 4.97 14.88  1.09 0.49 0.47 14.40  --- 
202081140  0 3823 4.93 16.78  1.37 0.50 0.33 15.20  8.02
202081145  0 3365 5.06 12.89  0.85 0.85 3.29 15.50 10.55
202081175  0 3887 4.87 15.99  1.25 0.65 0.84 14.30  6.21
202081203  0 4873 4.60 15.20  1.13 0.71 0.67 14.20  5.64
202081210  0 4032 4.80 16.26  1.29 0.56 0.95 13.80  7.24
202081238  0 3743 4.99 12.65  0.83 0.59 0.25 15.60  7.94
202081249  0 3740 4.93 17.91  1.58 0.39 0.37 15.10  8.64
202081257  0 3959 4.85 14.86  1.09 0.61 0.66 13.60  6.19
202081331  0 3762 4.99 17.80  1.56 0.45 0.24 14.60  8.52
202081358  0 3597 5.02  9.51  0.56 0.88 3.94 15.30  9.66
202081377  0 3379 5.06 15.92  1.23 0.33 0.20 15.70  8.63
202081441  0 3837 4.89 15.33  1.15 0.53 0.37 15.20  8.04
202081443  0 4031 4.82 15.19  1.13 0.36 0.32 15.10  7.45
202081450  0 3586 5.00  2.09  0.23 0.73 4.91 15.90  9.63
202081611  0 3719 4.95  7.85  0.46 0.74 1.50 15.70  8.10
202081661  0 3656 4.93 16.53  1.33 0.73 0.74 15.80  8.85
202081689  0 4167 4.77 15.98  1.24 0.36 1.63 15.60  --- 
202081725  0 3588 4.99  1.70  0.22 0.32 7.29 15.70  --- 
202081732  0 4026 4.83 15.00  1.10 0.64 0.87 15.10  7.27
202081773  0 3795 4.92 15.86  1.23 0.32 0.37 15.90  7.36
202081827  0 3954 4.85 16.52  1.33 0.60 0.53 15.70  8.04
202081901  0 3692 4.97 16.26  1.29 0.57 0.52 15.40  8.86
202081971  0 3861 4.87 15.85  1.22 0.39 0.57 15.90  8.69
202083058  0 3994 4.89  8.22  0.48 0.52 1.07 15.40  --- 
202083067  0 3990 4.89 16.19  1.28 0.31 0.83 14.70 -1.35
202083184  0 3565 5.04  5.88  0.36 0.67 0.48 15.40  9.61
202083189  0 3739 4.91 12.26  0.79 0.56 2.55 15.20  --- 
202083194  0 3830 4.92  2.42  0.24 0.43 3.12 14.70  --- 
202083205  0 3892 4.87 16.02  1.25 0.39 0.23 16.00  0.08
202083272  0 3435 5.05 15.27  1.14 0.39 0.62 15.10  --- 
202083379  0 3626 4.96 17.86  1.57 0.46 0.58 15.60  8.87
202083460  0 3446 5.06 16.36  1.30 0.37 1.52 14.70  8.76
202083483  0 4435 4.89 12.49  0.81 0.47 0.52 15.10  --- 
202083510  0 3395 5.07  3.24  0.26 0.42 1.57 15.20  9.66
202083606  0 3600 5.04 14.65  1.06 0.40 0.95 15.20  8.89
202083621  0 3621 4.97 16.45  1.32 0.57 0.61 14.30  --- 
202083650  0 4160 4.77  2.41  0.24 0.59 9.26 15.80  --- 
202083762  0 3752 4.94 11.08  0.68 0.44 0.48 16.00  --- 
202083783  0 4538 4.78 11.77  0.74 0.30 0.96 15.00  --- 
202083843  0 4625 4.68 16.01  1.25 0.68 3.82 14.80  --- 
202084005  0 4122 4.78 12.93  0.86 0.42 0.15 15.20  --- 
202084028  0 3748 4.90  2.49  0.24 0.60 4.49 15.20  --- 
202084058  0 3740 4.91 16.53  1.33 0.55 0.68 15.20  8.52
202084060  0 4010 4.81 10.72  0.65 0.74 0.61 14.40  --- 
202084291  0 4027 4.81  2.40  0.24 0.40 3.48 14.60  --- 
202084317  0 3922 4.85 16.14  1.27 0.62 0.63 15.00  7.52
202084374  0 3612 4.98 16.48  1.32 0.36 0.42 15.40  9.18
202084530  0 3848 4.89  9.47  0.56 0.79 0.61 14.60  8.10
202084534  0 3861 4.89 11.37  0.71 0.35 0.18 14.40  8.12
202084567  0 3677 4.96 16.14  1.27 0.43 0.19 15.00  --- 
202084653  0 4045 4.82 11.61  0.73 0.34 0.31 14.30  7.09
202084668  0 3688 5.03 15.27  1.14 0.47 0.22 15.20  8.64
202084742  0 3849 4.86 14.78  1.07 0.36 2.82 15.10  7.91
202084778  0 3808 4.88 16.04  1.25 0.59 1.63 14.20  8.34
202084822  0 3990 4.84 11.85  0.75 0.40 0.12 14.50  8.10
202084891  0 3938 4.85 17.82  1.56 0.44 0.77 14.70  7.01
202084937  0 3882 4.84 15.24  1.14 0.49 0.74 15.40  7.73
202084978  0 3839 4.91 17.87  1.57 0.43 0.33 15.10  8.00
202084994  0 3926 4.88 17.33  1.47 0.65 1.04 16.00  --- 
202085035  0 3687 4.93 13.68  0.94 0.33 1.20 15.70  --- 
202085040  0 3937 4.83 15.08  1.11 0.37 0.27 15.10  8.09
202085047  0 3919 4.88 16.02  1.25 0.38 0.93 15.30  8.10
202085094  0 3882 4.89 12.49  0.81 0.77 1.79 15.30  6.43
202085225  0 3901 4.87 17.29  1.46 0.53 1.32 15.10  8.07
202085297  0 3963 4.84 15.95  1.24 0.56 0.51 15.00  7.65
202085302  0 3871 4.88 13.37  0.90 0.62 3.66 15.50  8.01
202085323  0 3845 4.86  3.95  0.28 0.68 1.94 16.00  --- 
202085343  0 3788 4.93 17.97  1.59 0.62 0.91 15.60  7.93
202085365  0 3738 4.93 16.06  1.26 0.35 0.35 15.60  8.02
202085386  0 4035 4.83 16.15  1.27 0.46 0.32 15.30  7.41
202085404  0 3954 4.84 11.67  0.73 0.35 0.31 15.40  --- 
202085414  0 3945 4.82 16.95  1.40 0.32 0.32 15.50  --- 
202085438  0 3824 4.91 15.09  1.12 0.39 0.65 15.80  8.52
202085463  0 4044 4.81  9.02  0.53 0.91 2.39 15.20  0.35
202085476  0 3940 4.86 16.45  1.32 0.47 0.41 15.30  --- 
202085504  0 3821 4.90 11.95  0.76 0.54 0.48 15.60  8.66
202085645  0 3850 4.88 12.24  0.79 0.85 3.25 15.70  --- 
202085738  0 4638 4.61 17.82  1.56 0.34 1.28 15.70  6.61
202085788  0 3928 4.85 16.50  1.33 0.75 1.38 15.60  7.33
202085789  0 3849 4.86  2.24  0.23 0.80 7.62 15.90  --- 
202085843  0 3904 4.86 15.54  1.18 0.30 0.33 15.70  7.00
202085881  0 4878 4.60 14.92  1.09 0.39 0.04 11.40  6.17
202085941  0 5438 4.50 16.35  1.30 0.70 2.66 11.90  5.53
202086011  0 5417 4.54 16.25  1.29 0.49 0.85 12.70  5.57
202086018  0 5193 4.56 17.10  1.43 0.58 0.26 10.90  5.60
202086042  0 5474 4.52 12.17  0.78 0.63 2.45 11.10  5.27
202086049  0 5808 4.36 17.95  1.58 0.55 0.19 11.50  --- 
202086110  0 4926 4.62 11.27  0.70 0.51 0.11 11.40  6.42
202086113  0 5051 4.62 14.16  1.00 0.42 0.11 11.30  --- 
202086127  0 5264 4.55 16.30  1.29 0.44 0.38 12.60  5.46
202086177  0 3981 4.82  9.75  0.58 0.50 0.46 14.80  7.42
202086192  0 4347 4.74 14.58  1.05 0.34 0.10 14.00  6.70
202086194  0 5789 4.45  6.84  0.41 0.74 1.32 11.70  4.98
202086218  0 5619 4.45 14.20  1.00 0.33 1.10 12.20  4.65
202086255  0 5511 4.50 10.91  0.67 0.41 0.19 12.60  5.48
202086282  0 5733 4.45 16.31  1.30 0.54 0.08 12.50  6.18
202086370  0 5065 4.59  8.10  0.47 0.50 1.86 13.40  6.20
202086443  0 5838 4.27  4.81  0.32 0.49 2.26 10.40  --- 
202086574  0 5940 4.36  4.82  0.32 0.86 1.57 12.30  --- 
202086585  0 5644 4.48 11.52  0.72 0.73 2.42 12.40  4.99
202086624  0 5705 4.47 11.56  0.72 0.69 1.73 12.40  5.00
202086667  0 5766 4.47 10.78  0.66 0.66 0.54 11.10  4.75
202086698  0 5468 4.49 13.99  0.98 0.55 0.06 13.20  4.61
202086814  0 6018 4.41 14.79  1.08 0.40 0.45 10.90  4.56
202086889  0 5765 4.42  4.17  0.29 0.72 1.97 10.50  3.91
202087051  0 6238 4.21 13.50  0.92 0.47 0.26 11.60  2.60
202087072  0 6167 4.33  3.95  0.28 0.69 0.67 11.60  4.12
202087248  0 5993 4.40  3.10  0.26 0.77 1.69 11.00  4.31
202087283  0 6034 4.34  9.26  0.55 0.37 1.68 10.30  4.37
202087317  0 5939 4.43 15.90  1.23 0.51 0.43 11.10  4.31
202087347  0 6095 4.36 10.48  0.63 0.37 0.59 10.80  4.47
202087385  0 5600 4.46 15.90  1.23 0.43 0.17 13.30  5.33
202087580  0 6143 4.22 15.12  1.12 0.48 0.03 11.60  3.49
202087589  0 5981 4.41  9.74  0.58 0.79 1.53 11.60  4.56
202087591  0 6172 4.22  5.30  0.34 0.71 0.82 12.30  --- 
202087649  0 6187 4.31 14.16  1.00 0.55 0.08 11.70  4.28
202087668  0 5575 4.26  8.88  0.52 0.82 1.82 13.30  5.62
202087681  0 5712 4.45  8.13  0.48 0.32 0.91 10.40  4.62
202087872  0 5834 4.42 13.51  0.92 0.39 0.54 10.70  --- 
202087955  0 6136 4.37 10.55  0.64 0.52 0.12 11.30  4.26
202088110  0 5949 4.44  4.83  0.32 0.44 1.33 11.80  4.46
202088177  0 5396 4.51 14.03  0.98 0.37 2.33 13.70  5.69
202088245  0 6166 4.35 12.53  0.82 0.48 0.26 11.60  4.12
202088267  0 6124 4.36 12.70  0.83 0.43 0.04 11.60  3.74
202088488  0 6120 4.32  1.32  0.21 0.78 5.05 10.90  3.88
202088537  0 6132 4.37  7.54  0.44 0.66 0.39 11.10  4.19
202088609  0 6147 4.37  7.24  0.43 0.94 2.21 10.90  4.44
202088626  0 6165 4.36  3.35  0.26 0.50 0.93 10.90  4.11
202088729  0 6023 4.35  6.40  0.38 0.67 0.50 11.80  4.42
202088803  0 6093 4.38  5.15  0.33 0.70 0.68 11.40  4.45
202088833  0 5787 4.36 10.65  0.65 0.58 4.50 13.30  4.65
202088899  0 6155 4.32  7.53  0.44 0.41 0.22 11.50  3.97
202088922  0 6218 4.33  8.98  0.53 0.60 0.41 11.50  4.10
202089042  0 6022 4.24 13.46  0.91 0.58 0.95 13.30  5.24
202089180  0 6224 4.34  5.48  0.34 0.49 0.22 10.60  3.82
202089186  0 6112 4.34  3.44  0.27 0.55 0.97 11.20  4.10
202089411  0 6235 4.31  8.61  0.50 0.59 0.21 11.70  --- 
202089451  0 6183 4.31 12.53  0.82 0.47 0.07 11.40  3.66
202089478  0 6162 4.32 11.69  0.74 0.40 0.06 11.40  3.86
202089592  0 5314 4.54  8.08  0.47 0.63 1.30 13.70  5.91
202089658  0 6035 4.25 15.29  1.14 0.34 0.29 13.30  5.30
202089756  0 5633 4.47  8.43  0.49 0.59 1.08 13.80  5.55
202089895  0 6134 4.20 11.50  0.72 0.39 0.06 10.50  --- 
202089911  0 6077 4.35  5.68  0.35 0.64 1.66 10.70  4.24
202090091  0 6194 4.25 13.14  0.88 0.46 0.04 11.30  1.37
202090127  0 4557 4.67 16.30  1.29 0.78 0.94 14.50  6.66
202090198  0 3934 4.89  9.58  0.57 0.64 0.89 14.20  8.04
202090321  0 5902 4.34  5.41  0.34 0.48 1.57 13.10  5.34
202090506  0 5376 4.56 12.38  0.80 0.39 0.13 13.60  5.64
202090712  0 6205 4.36  8.00  0.47 0.51 0.21 11.10  4.17
202090938  0 5876 4.30 16.52  1.33 0.66 1.11 13.40  4.96
202091029  0 6109 4.24  3.48  0.27 0.67 1.73 11.50  --- 
202091071  0 5932 4.34 12.84  0.85 0.64 1.27 13.20  5.00
202091231  0 6012 4.24  6.25  0.38 0.39 2.61 13.30  4.96
202091295  0 6030 4.21  3.09  0.26 0.83 1.19 13.40  --- 
202091388  0 5900 4.34  8.31  0.49 0.35 0.99 13.50  5.14
202091555  0 6159 4.35  2.95  0.25 0.56 0.73 11.10  3.90
202091770  0 5750 4.35  6.63  0.40 0.50 0.91 13.80  4.99
202091773  0 5355 4.53 14.70  1.06 0.61 1.27 14.20  5.86
202091791  0 6231 4.34  4.31  0.30 0.74 1.51 11.40  4.24
202091950  0 6227 4.23  9.88  0.59 0.33 0.10 12.90  4.60
202092024  0 5852 4.29  6.62  0.39 0.33 3.02 13.80  5.55
202092145  0 5957 4.35  8.81  0.52 0.68 0.33 13.10  5.00
202092175  0 5924 4.33  3.62  0.27 0.55 1.94 14.60  2.17
202092178  0 5698 4.45  7.93  0.46 0.81 1.53 13.40  4.94
202092245  0 6034 4.38 15.73  1.21 0.33 0.60 13.50  3.81
202092370  0 5786 4.44  7.88  0.46 0.71 1.29 10.90  4.46
202092411  0 5997 4.39 11.82  0.75 0.34 0.06 11.10  4.27
202092582  0 5470 4.49 16.74  1.37 0.38 0.23 14.20  5.54
202092608  0 6127 4.26 11.81  0.75 0.73 2.92 13.20  4.78
202092807  0 5953 4.39  7.25  0.43 0.71 2.53 13.10  4.34
202092862  0 6049 4.27 12.84  0.85 0.42 2.07 13.80  --- 
202092915  0 5875 4.39 12.56  0.82 0.50 0.26 13.50  4.45
202092964  0 5924 4.39 10.37  0.63 0.46 0.20 13.10  4.50
202093002  0 4859 4.63 15.46  1.17 0.55 0.18 14.60  --- 
202093401  0 4904 4.61 15.50  1.17 0.31 0.25 14.70  --- 
202094174  0 5178 4.56  1.30  0.21 0.54 1.59 14.40  --- 
202094556  0 5842 4.26  4.39  0.30 0.54 1.04 14.40  3.24
202094955  0 5948 4.43  4.71  0.31 0.78 1.07 13.40  3.74
202095040  0 5976 4.21 12.89  0.85 0.31 0.24 14.80  --- 
202095274  0 5843 4.44  4.94  0.32 0.69 1.22 10.90  4.28
202095599  0 6070 4.30  6.87  0.41 0.42 0.54 13.60  4.33
202102928  0 5606 4.49  7.29  0.43 0.56 0.97 11.90  5.13
202103739  0 5717 4.45 16.25  1.29 0.42 0.26 12.70  5.30
202126847  0 5873 4.44 12.90  0.85 0.40 0.36 12.40  4.71
202126849  0 4144 4.77 15.29  1.14 0.42 1.15 13.60  6.61
202126876  0 5758 4.43 10.53  0.64 0.38 1.59 14.00  4.15
202135769  0 4666 4.65 16.69  1.36 0.35 0.85 15.90  --- 
202135805  0 3515 5.05 17.96  1.59 0.30 0.39 15.80  9.77
202135853  0 3872 4.87 13.94  0.97 0.32 0.55 15.00  --- 
202136212  0 3788 4.91 14.89  1.09 0.35 0.38 15.80  9.09
202136965  0 3763 4.89 15.50  1.17 0.85 1.20 15.20  --- 
202137827  0 3940 4.88 16.22  1.28 0.53 2.02 16.00  --- 
202137994  0 3933 4.88 15.38  1.16 0.33 0.25 15.60  1.26
202138247  0 4039 4.81 16.69  1.36 0.45 1.43 15.80  6.15
202138365  0 3833 4.91 15.22  1.13 0.36 0.26 15.20  7.57
202139235  0 3723 4.94  4.84  0.32 0.81 2.81 14.70  7.97
202139272  0 3747 4.88  5.98  0.37 0.31 1.98 13.80  --- 
202139633  0 3937 4.84 15.64  1.19 0.44 0.45 15.90  7.36
202139737  0 4333 4.70 16.01  1.25 0.65 1.82 14.70  8.27
202139766  0 3849 4.88 17.50  1.50 0.47 0.69 15.80  --- 
202139903  0 3998 4.83 12.91  0.85 0.61 0.55 15.60  --- 
202139924  0 3743 4.95 11.39  0.71 0.45 0.66 15.80  9.59
201126062  1 3833 4.89 16.81  1.38 0.54 0.69 15.16  7.68
201126351  1 4297 4.76 21.48  2.44 0.55 1.14 14.35  --- 
201129544  1 3791 4.90 15.29  1.14 0.54 0.97 13.84  7.77
201129879  1 4970 4.61 24.30  3.45 0.54 0.55 14.57  6.00
201132518  1 4205 4.77 14.19  1.00 0.72 0.69 13.40  --- 
201132973  1 3567 5.02 30.22  7.14 0.34 2.61 17.18  --- 
201133037  1 5255 4.50 25.23  3.87 0.60 1.14 13.76  5.78
201133060  1 3632 5.12 34.86 12.59 0.33 0.83 15.59  9.03
201133147  1 4812 4.61  5.69  0.35 0.60 9.51 13.51  --- 
201135311  1 4591 4.65 11.60  0.73 0.39 0.72 13.30  6.60
201135995  1 4017 4.83 23.07  2.97 0.37 0.71 15.24  6.81
201136290  1 3930 4.89 30.50  7.38 0.32 3.99 17.63  --- 
201137361  1 3590 5.02 35.01 12.84 0.39 1.39 16.38  9.17
201137508  1 3712 4.96 22.17  2.66 0.58 0.84 13.74  7.88
201137859  1 3549 5.03 33.07 10.12 0.30 0.98 16.35  --- 
201138638  1 4950 4.60 12.68  0.83 0.85 1.56 13.57  6.23
201139187  1 3481 5.07 35.65 13.88 0.43 3.59 13.77 11.49
201140406  1 3880 4.88 22.06  2.62 0.54 0.94 14.99  8.11
201141655  1 3775 4.95 32.61  9.57 0.34 1.42 16.72  8.93
201142064  1 4324 4.72 23.35  3.07 0.31 0.27 13.26  5.83
201143248  1 3528 5.01 33.74 10.98 0.47 1.41 15.15  9.62
201143916  1 4063 4.86 31.86  8.72 0.35 8.30 17.92  --- 
201144619  1 3898 4.90 34.44 11.97 0.43 4.77 17.57  --- 
201145370  1 4213 4.75 21.79  2.54 0.30 0.64 15.99  7.36
201145502  1 4628 4.66 20.50  2.17 0.45 0.61 15.20  7.00
201145715  1 4605 4.67 36.55 15.50 0.47 0.32 13.46  6.07
201147085  1 3696 4.96 25.77  4.13 0.43 1.34 14.52  --- 
201147321  1 3802 4.88 15.26  1.14 0.57 0.82 14.81  8.10
201147752  1 4121 4.81 37.28 16.96 0.31 0.99 16.28  9.64
201148176  1 3688 4.94 20.31  2.12 0.57 0.61 14.30  --- 
201148324  1 4080 4.80 34.19 11.61 0.35 1.20 16.07  6.90
201148900  1 3646 4.99 35.75 14.05 0.38 1.68 16.03  8.64
201149321  1 3888 4.87 26.07  4.29 0.35 0.96 16.20  8.78
201150241  1 4717 4.64 23.74  3.22 0.57 1.04 14.40  --- 
201151237  1 4064 4.82 37.66 17.77 0.35 0.80 16.48  --- 
201151911  1 3647 5.02 35.57 13.74 0.31 2.01 17.64  --- 
201152166  1 3682 4.98 12.08  0.77 0.53 1.83 16.27  9.20
201152399  1 4514 4.66 11.00  0.68 0.61 0.62 12.76  6.66
201152644  1 3565 5.01 10.89  0.67 0.45 0.85 15.39  6.53
201152966  1 4965 4.56 21.81  2.54 0.43 0.49 13.66  4.91
201153758  1 4121 4.80 25.52  4.01 0.43 0.69 12.77  7.18
201153874  1 3597 4.99 16.57  1.34 0.48 1.23 15.65  6.84
201153889  1 4886 4.62  9.13  0.54 0.84 9.87 14.32  --- 
201154929  1 3691 4.93 23.65  3.19 0.63 1.40 14.86  8.87
201155177  1 4613 4.66 27.93  5.39 0.41 0.45 14.63  6.39
201155672  1 5464 4.54 26.32  4.42 0.33 0.43 13.55  5.17
201156316  1 4138 4.74 15.74  1.21 0.34 0.58 15.71  7.48
201156868  1 3509 5.05  2.27  0.23 0.75 3.29 17.22  --- 
201157329  1 4707 4.62 22.75  2.85 0.69 1.72 14.51  --- 
201158504  1 4809 4.61 25.04  3.78 0.41 0.42 14.84  5.85
201158602  1 3986 4.85 23.38  3.08 0.45 0.56 15.06  --- 
201158659  1 4240 4.76 26.11  4.31 0.34 0.87 15.85  5.56
201160127  1 4659 4.64 30.98  7.83 0.38 0.85 14.61  --- 
201160813  1 3838 4.86 24.40  3.49 0.46 0.40 13.25  7.21
201161425  1 3938 4.87 28.13  5.52 0.37 0.62 15.03  6.97
201161499  1 3882 4.94 14.88  1.09 0.47 1.00 15.00  7.61
201162154  1 4734 4.64 19.60  1.94 0.71 1.10 11.79  5.97
201162160  1 3713 4.99 35.88 14.28 0.38 0.93 17.28  --- 
201162784  1 4734 4.64 24.81  3.67 0.34 0.75 12.88  6.04
201162820  1 3758 4.95 35.45 13.55 0.31 6.59 17.81  --- 
201164548  1 4184 4.77 18.17  1.63 0.63 0.56 12.59  --- 
201165050  1 4203 4.77 22.80  2.87 0.35 0.48 15.97  8.01
201165141  1 3640 4.98 33.42 10.56 0.39 0.74 16.30  --- 
201165694  1 6054 4.23  7.18  0.42 0.36 0.52 10.32  3.65
201165795  1 3996 4.80 33.66 10.87 0.41 0.77 15.37  --- 
201166171  1 4075 4.81 28.23  5.59 0.31 0.64 16.58  8.64
201166730  1 3998 4.84 12.61  0.82 0.54 1.35 15.45  --- 
201167705  1 4001 4.85 20.58  2.19 0.31 2.97 17.42  --- 
201167785  1 4570 4.65 26.48  4.51 0.49 1.08 14.64  6.25
201168813  1 4127 4.81 24.01  3.33 0.56 0.20 13.48  6.47
