,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0183454486534527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0183352472106806,1.0369795342329495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0188829898642047,1.0375257150560844,1.0564818775354134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0190700184150916,1.038272500614685,1.0572299742359965,1.0765053123393071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0202744641759405,1.0396870675555498,1.0592338197389406,1.0785303826237755,1.0981494989970952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0183083739977608,1.0389125280802916,1.0586401911029062,1.0785035023662237,1.098111815799487,1.1180469358941554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0215768827859866,1.0402338133039024,1.0612278840864582,1.0813280713811448,1.10156557482836,1.1215422803479045,1.1418506989217123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0187147362212925,1.0406450895454873,1.0596099384243793,1.080948480241122,1.1013777125062065,1.1219456841382365,1.1422476917992352,1.162885698143078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0209527095795734,1.0400093709896128,1.0623380194308212,1.081650127436143,1.1033768902789804,1.12417688286101,1.1451171351330605,1.1657855148021428,1.1867946323963219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0211456789000601,1.0424828906288301,1.061890710833216,1.0846284210840058,1.1042970464778015,1.1264223810163951,1.1476029649356454,1.1689253215017068,1.1899696966358506,1.2113596259643533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0252755292820979,1.0468844670360662,1.068686596918366,1.0885191293304861,1.111751370319223,1.131851204241707,1.1544584076567743,1.176099049028224,1.1978832136329731,1.2193819301055302,1.2412319394413303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0188262704071216,1.0445116049196004,1.0664710488279943,1.0886248607713087,1.1087786421606258,1.1323848586011618,1.1528107841721416,1.1757823103162952,1.1977707247602667,1.2199039357077104,1.2417460062220194,1.2639436583876866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0211727495627152,1.040342110470222,1.0664955559106082,1.0888555660313535,1.1114112606769393,1.1319323224359992,1.1559659456312423,1.1767647959457936,1.2001528142567777,1.2225387874245797,1.2450709739767902,1.2673054655400144,1.2899004036970605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0246616148009704,1.0462772074273246,1.0658459018225168,1.092544137195256,1.1153702631392333,1.1383932741824185,1.1593415692525633,1.1838720182189528,1.2051047157665709,1.2289769576576304,1.2518250416631644,1.2748209018892345,1.2975113573166663,1.3205678227543773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0257938936201583,1.050984875168647,1.0730708843247914,1.093063787837003,1.1203408413550782,1.1436622581033538,1.16718182908825,1.1885841282691902,1.2136424868414797,1.2353362205426086,1.259722975899721,1.2830620381982702,1.3065504984127116,1.3297253190572649,1.3532720140614087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0257885221855387,1.0521292216304632,1.077853734028278,1.1004143688505343,1.1208354124979232,1.1486967212111578,1.172518247187438,1.196539064426281,1.2183998932829063,1.2439911769520777,1.2661507112935704,1.291057056130476,1.314891894979105,1.3388777124927778,1.3625415047925544,1.3865830208309364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0274740063217163,1.0538360360075654,1.0807673682290302,1.1070684701800777,1.130142427240404,1.1510265189829458,1.1795198736694943,1.2038825095282804,1.2284456782228805,1.2508026913184147,1.2769706343023541,1.299634247639943,1.3251028268658218,1.349474089852068,1.3739979997904435,1.3981907634335051,1.4227675254018615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0299710597661926,1.0580950343016111,1.0850819691501754,1.112657811082228,1.1395882551986285,1.1632234667075068,1.1846139704848642,1.2137986377948449,1.2387533760273723,1.263909655528149,1.2868097660200397,1.3136083912722232,1.336824076704347,1.36290793013991,1.3878661365298028,1.412978711186578,1.4377500347733032,1.462912090587956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0322744567631723,1.06297916337921,1.091805880793604,1.1194690681392394,1.1477433165612274,1.1753560771154592,1.1996007095101675,1.2215411301458785,1.2514767099739934,1.2770748334442625,1.3028754396428062,1.3263658605615538,1.353849740283591,1.377665728377224,1.4044183220534652,1.4300144015460212,1.4557666348589102,1.481166532909612,1.5069643611073686
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0342787561354974,1.0673749988620211,1.0988742545095673,1.1284632219412443,1.1568602706515676,1.1858926659972642,1.2142459426672014,1.2391520053522451,1.2616887391133471,1.2924379435268591,1.318732615724517,1.345230127664631,1.3693587588033382,1.3975825994692739,1.4220468967245485,1.4495215074040302,1.4758065729241452,1.502250220074546,1.5283301947181747,1.5548169182511549
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0374235657196944,1.0726199278123787,1.1066052056270728,1.138965944626174,1.1693834504812113,1.1985790056472412,1.2284377984592316,1.2575990770029961,1.2832289561056855,1.3064185052487514,1.3380596337858082,1.365118862393456,1.3923817359409378,1.4172120558282155,1.446249980243131,1.471428126512223,1.4996974148404332,1.5267402514467368,1.5539435639571404,1.5807697855913394,1.6080110187856216
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0413775012857358,1.0798607737708152,1.1160855487639838,1.1510657444647885,1.1843917278564873,1.2157387482045339,1.245830314590884,1.2766168685539034,1.30668529441967,1.333128703586894,1.3570517108340712,1.389695092684759,1.4176135524109645,1.445736389166397,1.4713553614861934,1.5013080696875971,1.5272887003238336,1.5564511105593224,1.5843455223017642,1.612402469973689,1.6400671715467285,1.6681560731870098
,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.043253748894557,1.0858413589804647,1.1254614250681227,1.1627939189464451,1.1988427130679173,1.2332058466101947,1.2655517099548095,1.2966062912207226,1.3283899940211479,1.3594335428617437,1.3867517257507915,1.4114631370650639,1.4451840280976802,1.4740262307053227,1.5030737543373844,1.5295406318433489,1.5604770766217906,1.5873204393414462,1.6174431960658606,1.6462532850153886,1.6752281359711203,1.7037944619076162,1.732794856562323
,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0488017937833614,1.0934931780002493,1.1374920457552444,1.1784392429343944,1.2170685644816601,1.2543644418186084,1.2899375740334118,1.3234482716295526,1.3556255659280725,1.3885713241322886,1.4207510229384257,1.4490884461462246,1.4747180930579669,1.5096938857823312,1.5396117538187282,1.5697360744508846,1.5971901792809216,1.6292721374014354,1.6571198452650484,1.6883607150618822,1.7182369078894946,1.7482804693981808,1.7778965865667367,1.807958274637808
